FirstName,LastName,ManagedCarePlan,SubNetwork,NPI,Taxonomy,MCNAProviderGroup,MCNAProviderType,LicensureType,PrimaryCare,Specialist,SeesChildren,Telehealth,BHIndicator,OSHPD_ID
CHRISTOPHER,GONZALES,Inland Empire Health Plan,Inland Empire Health Plan,1023554086,103K00000X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,Paraprofessional,306190773
ALEX,SIMON VALLADARES,Inland Empire Health Plan,Kaiser Permanente,1023732211,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
MAGEN,COSTILLA,Inland Empire Health Plan,Inland Empire Health Plan,1023756194,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,306124044
DANIELA,RANGEL,Inland Empire Health Plan,Kaiser Permanente,1023782596,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,106434032
MINHEE,SONG,Inland Empire Health Plan,Kaiser Permanente,1598992307,225100000X,Ancillary Provider,Physical Therapist,OTH,N,N,No,No,,106301188
LAURA,DEL CASTILLO,Inland Empire Health Plan,Kaiser Permanente,1609433242,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
CHOMYA,OO,Inland Empire Health Plan,Inland Empire Health Plan,1609510130,363LP0808X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,406361387
SANDRA,FRANCO,Inland Empire Health Plan,Kaiser Permanente,1609501964,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
KIARAISMETH,MORA,Inland Empire Health Plan,Kaiser Permanente,1609590124,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
ROBERT,BESSLER,Inland Empire Health Plan,Inland Empire Health Plan,1609803907,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,Both,No,,306124044
MICHELLE,MATASSA,Inland Empire Health Plan,Inland Empire Health Plan,1720389927,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,Both,No,,406195857
CAMILLE,MCEVOY,Inland Empire Health Plan,Kaiser Permanente,1144939885,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
RITA,SHETH,Inland Empire Health Plan,Inland Empire Health Plan,1003996448,2080P0210X,Pediatric Core Specialist,Nephrology,MD,N,Y,Both,No,,306404078
HOLLY,DIEU,Inland Empire Health Plan,Kaiser Permanente,1184155285,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
HAN MING,LIN,Inland Empire Health Plan,Kaiser Permanente,1609886464,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106410782
BLAKE,OHM,Inland Empire Health Plan,Kaiser Permanente,1619688868,367500000X,Non-ANC Provider Type,Other,OTH,N,N,No,No,,106191228
ISABEL,BOONSOOK,Inland Empire Health Plan,Kaiser Permanente,1619698255,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
SANDRA,QASEEM,Inland Empire Health Plan,Inland Empire Health Plan,1629083191,207QG0300X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306364196
DUC,TO,Inland Empire Health Plan,Inland Empire Health Plan,1629205216,207R00000X,Non-ANC Provider Type,Other,MD,Y,N,Both,No,,306404078
ALDO,BEPPU,Inland Empire Health Plan,Kaiser Permanente,1629276944,225100000X,Ancillary Provider,Physical Therapist,OTH,N,N,No,No,,106191228
DARIS,OLALEYE,Inland Empire Health Plan,Kaiser Permanente,1629531843,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
ANDREW,STOLLE,Inland Empire Health Plan,Kaiser Permanente,1215315221,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106410782
DANIELLE,LEE,Inland Empire Health Plan,Inland Empire Health Plan,1215423892,103K00000X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,Paraprofessional,306190773
KENDRA,ROGERS,Inland Empire Health Plan,Kaiser Permanente,1215478862,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
BRYAN,HILL,Inland Empire Health Plan,Inland Empire Health Plan,1396061651,207V00000X,OB/GYN Primary and Specialty Care,Obstetrics & Gynecology,MD,N,Y,Both,No,,306364196
JOSEPH,DUNN,Inland Empire Health Plan,Inland Empire Health Plan,1396102745,103T00000X,Mental Health Outpatient Services,Mental Health Outpatient Services,PSY,N,N,No,No,,406420518
MARY,HANNA,Inland Empire Health Plan,Inland Empire Health Plan,1386988483,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306364196
FRANKLIN,BANZALI,Inland Empire Health Plan,Kaiser Permanente,1912105636,207LP3000X,Non-ANC Provider Type,Other,MD,N,Y,Only,No,,106191228
KRISTEN,AMANTINE,Inland Empire Health Plan,Inland Empire Health Plan,1912204371,103K00000X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,Provider,306190773
NANCY,SALDANA,Inland Empire Health Plan,Kaiser Permanente,1912346537,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
ANSLEY,SPLINTER,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1124123047,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,N,Y,Only,No,,106191228
NATALIE,MENDOZA,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1124737945,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
SUELETTE,GALICIA,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1124761952,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
BILL,CHAO,Kaiser Permanente,Kaiser Permanente,1134292923,111N00000X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,,406197313
DEVON,MACGREGOR,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1134825037,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
DINESH,PATEL,Inland Empire Health Plan,Kaiser Permanente,1982892386,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
DIANNE,LIPP,Inland Empire Health Plan,Kaiser Permanente,1275731150,225X00000X,Non-ANC Provider Type,Other,OTH,N,N,No,No,,106191228
KRISTOFER,ABEJUELA,Inland Empire Health Plan,Inland Empire Health Plan,1194122234,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,Both,No,,306404078
JENNIFER,GUADARRAMA,Inland Empire Health Plan,Kaiser Permanente,1285328765,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
EILEEN,RAMIREZ,Inland Empire Health Plan,Kaiser Permanente,1285341768,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
TOAN,DANG,Inland Empire Health Plan,Kaiser Permanente,1285892620,2084A2900X,Adult Core Specialist,Neurology,MD,N,Y,No,No,,106191228
DREW,CUTLER,Inland Empire Health Plan,Inland Empire Health Plan,1851314629,2080P0210X,Pediatric Core Specialist,Nephrology,MD,N,Y,Both,No,,306364196
HANG,LEE,Inland Empire Health Plan,Inland Empire Health Plan,1851704605,363LF0000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,306364196
JESSICA 3,RODRIGUEZ,Inland Empire Health Plan,Kaiser Permanente,1851907661,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
ROBERT,LITTLE,Inland Empire Health Plan,Inland Empire Health Plan,1861526865,111N00000X,Non-ANC Provider Type,Other,OTH,N,N,No,No,,406420518
KATHRYN,HARKER,Inland Empire Health Plan,Inland Empire Health Plan,1205372166,103K00000X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,Provider,306190773
NAWAL,AFIF,Inland Empire Health Plan,Kaiser Permanente,1205464336,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
SAMANTHA,CORRAL,Inland Empire Health Plan,Kaiser Permanente,1205551488,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
VALERIE,GUERRERO,Inland Empire Health Plan,Kaiser Permanente,1902447808,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
ANGELA,HWANG,Inland Empire Health Plan,Kaiser Permanente,1386057313,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,Both,Both,,106301188
SEAN,BARLOW,Inland Empire Health Plan,Inland Empire Health Plan,1386653178,2084P0800X,Adult Core Specialist,Psychiatry,MD,N,Y,Both,No,,306334009
ZHOU,ZHANG,Inland Empire Health Plan,Kaiser Permanente,1558653733,207RC0200X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
JULEEN,WALKER,Inland Empire Health Plan,Kaiser Permanente,1972288512,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
RUPA,LAKHANI,Inland Empire Health Plan,Kaiser Permanente,1972814978,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
SYEDA,AMEENA,Inland Empire Health Plan,Inland Empire Health Plan,1972998706,207R00000X,Non-ANC Provider Type,Other,MD,Y,N,No,No,,406193486
MONIQUE,ERICKSON,Inland Empire Health Plan,Inland Empire Health Plan,1982025557,103K00000X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,Provider,306190773
LENA,VAN,Inland Empire Health Plan,Kaiser Permanente,1982106100,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
HOC,DO,Inland Empire Health Plan,Kaiser Permanente,1275520967,171100000X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,,406362668
DANIEL,FRASCHETTI,Inland Empire Health Plan,Inland Empire Health Plan,1275538241,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,Y,N,Both,No,,306010715
JAZMINE,AYALA,Inland Empire Health Plan,Kaiser Permanente,1700344272,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
KRYSTLE SHARNA,BEKALO-QUINLAN,Inland Empire Health Plan,Inland Empire Health Plan,1962977140,363LF0000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,306364196
PETER,WIBISONO,Inland Empire Health Plan,Kaiser Permanente,1366654469,225100000X,Ancillary Provider,Physical Therapist,OTH,N,N,No,No,,106191228
ROBERT,VALDEZ,Inland Empire Health Plan,Kaiser Permanente,1366688947,367500000X,Non-ANC Provider Type,Other,OTH,N,N,No,No,,106191228
SZE KEI,YEUNG,Inland Empire Health Plan,Inland Empire Health Plan,1376206177,152WV0400X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,,306151071
LISA,DYKES,Inland Empire Health Plan,Kaiser Permanente,1376223230,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
RICHARD,CHO,Inland Empire Health Plan,Kaiser Permanente,1376767194,2085B0100X,Ancillary Provider,MRI Provider,MD,N,Y,No,No,,106301188
ERIC,TAM,Inland Empire Health Plan,Kaiser Permanente,1275037103,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
BRYAN,LAM,Inland Empire Health Plan,Kaiser Permanente,1154859072,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
MAYA,RODRIGUEZ,Inland Empire Health Plan,Kaiser Permanente,1154990059,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
IRIS,TELLEZ,Inland Empire Health Plan,Kaiser Permanente,1164111357,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
STEPHAN,FONSECA,Inland Empire Health Plan,Kaiser Permanente,1164126066,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
ANGELICA,MELENDREZ,Inland Empire Health Plan,Kaiser Permanente,1164115325,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
ERIKA,PEREZ,Inland Empire Health Plan,Inland Empire Health Plan,1801037346,1041C0700X,Mental Health Outpatient Services,Mental Health Outpatient Services,CSW,N,N,No,No,,306364196
ABIGAIL,ARON-JIMENEZ,Inland Empire Health Plan,Kaiser Permanente,1801304449,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
JENNIFER,CHIRIANO,Inland Empire Health Plan,Inland Empire Health Plan,1801426465,363LF0000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,406420518
MELOREEN,ZAREIAN,Inland Empire Health Plan,Kaiser Permanente,1801493192,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
JACELIS,BLAND,Inland Empire Health Plan,Inland Empire Health Plan,1801522859,363LP0808X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,306334730
JENNIFER,MINAMI,Inland Empire Health Plan,Inland Empire Health Plan,1205155751,2084P0804X,Pediatric Core Specialist,Psychiatry,MD,N,Y,Both,No,,306364196
BRIAN,SHARP,Inland Empire Health Plan,Inland Empire Health Plan,1184672545,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,Both,No,,406420518
PAULA,CAMPOS CORONA,Inland Empire Health Plan,Kaiser Permanente,1558956615,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
TRACY,COLLINS,Inland Empire Health Plan,Kaiser Permanente,1568142008,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
CONNIE,DELGADO,Inland Empire Health Plan,Inland Empire Health Plan,1568529048,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,Both,No,,306334745
JOSE,BAEZA,Inland Empire Health Plan,Kaiser Permanente,1568628725,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
BONNIE,CHI-LUM,Inland Empire Health Plan,Inland Empire Health Plan,1467598219,2083P0500X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306364196
ROSALINO,BORJA,Inland Empire Health Plan,Kaiser Permanente,1346946878,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
JESSICA,LARSON,Inland Empire Health Plan,Kaiser Permanente,1346995974,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
MARILYN,MACIAS,Inland Empire Health Plan,Kaiser Permanente,1356031835,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
JANNELY,JIMENEZ,Inland Empire Health Plan,Kaiser Permanente,1356050017,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
RICHARD,SHU,Inland Empire Health Plan,Inland Empire Health Plan,1356647788,207RC0000X,Adult Core Specialist,Cardiology/Interventional Cardiology,MD,N,Y,No,No,,306404078
NEDA,JAFAR,Inland Empire Health Plan,Inland Empire Health Plan,1396260402,103K00000X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,Paraprofessional,306190773
ALEXA,NOPERI,Inland Empire Health Plan,Kaiser Permanente,1396489183,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
RICHARD,MOON,Inland Empire Health Plan,Kaiser Permanente,1396893210,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106410782
JAMES,SOLIS,Kaiser Permanente,Kaiser Permanente,1407935562,111N00000X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,,306197912
LORENA,VIVANCO DE MARTINEZ,Inland Empire Health Plan,Inland Empire Health Plan,1407927262,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,Y,N,Both,No,,306404078
CLAUDIA,VILLALPANDO LEON,Inland Empire Health Plan,Kaiser Permanente,1407919434,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
MARISOL,GARCIA,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1407413289,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
SAMAYA,JACKSON,Inland Empire Health Plan,Kaiser Permanente,1588348973,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
MICHAEL,DEL VALLE,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1417454323,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106410782
ALONDRA,RIOS,Inland Empire Health Plan,Kaiser Permanente,1578026043,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
LISA,GILBERT,Inland Empire Health Plan,Inland Empire Health Plan,1578075867,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,OTH,N,N,Both,No,,306404078
KARINA,TORRALBA,Inland Empire Health Plan,Inland Empire Health Plan,1588671176,207RR0500X,Non-ANC Provider Type,Other,MD,N,Y,Both,No,,306404078
JU,SUH,Inland Empire Health Plan,Kaiser Permanente,1417334251,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
ALVARO,GALVIS-GARCIA,Inland Empire Health Plan,Inland Empire Health Plan,1417344631,2080P0208X,Pediatric Core Specialist,HIV/AIDS/Infectious Disease,MD,N,Y,Both,No,,306404078
SARA,MACIAS,Inland Empire Health Plan,Kaiser Permanente,1588123616,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
KELLY,MIRANDA,Inland Empire Health Plan,Inland Empire Health Plan,1578671558,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,Both,No,,306124044
HOWARD,YANG,Inland Empire Health Plan,Kaiser Permanente,1578702999,171100000X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,,306196123
CEANNA,STEFFEN,Inland Empire Health Plan,Inland Empire Health Plan,1740752807,103K00000X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,Paraprofessional,306190773
JADE,GAYLES,Inland Empire Health Plan,Kaiser Permanente,1740810191,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
GAIL,SILVER,Inland Empire Health Plan,Inland Empire Health Plan,1154352003,207Q00000X,Adult Primary Care,Adult Primary Care,MD,N,Y,Both,No,,306404078
MIN,JUNG KO,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1225680481,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,106434032
CLAUDIA,NIRMAL,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1225732274,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
MARIA,JIMENEZ,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1225754625,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
AMINDEEP,LAIL,Inland Empire Health Plan,Inland Empire Health Plan,1356883953,2084P0800X,Adult Core Specialist,Psychiatry,MD,N,Y,No,No,,306334745
NYTASHA,THOMAS,Inland Empire Health Plan,Inland Empire Health Plan,1467927350,1041C0700X,Mental Health Outpatient Services,Mental Health Outpatient Services,CSW,N,N,Both,No,,306364196
SHANE,CASTRO,Inland Empire Health Plan,Inland Empire Health Plan,1467958413,2084P0800X,Adult Core Specialist,Psychiatry,MD,N,Y,No,No,,306334745
JENNIFER,ALVERADO,Inland Empire Health Plan,Kaiser Permanente,1477235141,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
MARIETTA,HOLT,Inland Empire Health Plan,Inland Empire Health Plan,1477610855,363LF0000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,306330021
VIKRAM,KUMAR,Inland Empire Health Plan,Inland Empire Health Plan,1477656932,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,Y,N,Both,No,,306404078
KARMEN,KLANAC,Inland Empire Health Plan,Inland Empire Health Plan,1477785707,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,Both,No,,406195857
ADEYINKA,SHOROYE,Inland Empire Health Plan,Inland Empire Health Plan,1639267552,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,Y,N,Both,No,,306334692
JAMES,JIN,Inland Empire Health Plan,Kaiser Permanente,1588923510,367500000X,Non-ANC Provider Type,Other,OTH,N,N,No,No,,106301188
JANICE,SUH,Inland Empire Health Plan,Kaiser Permanente,1598043770,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
JARNAIL,GUGGA,Inland Empire Health Plan,Inland Empire Health Plan,1598769846,207R00000X,Non-ANC Provider Type,Other,MD,Y,N,No,No,,306360801
NATALIE,OLANO-SCOTT,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1992408603,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
YINXI,WU,Inland Empire Health Plan,Inland Empire Health Plan,1639782063,1041C0700X,Mental Health Outpatient Services,Mental Health Outpatient Services,CSW,N,N,Both,No,,306404078
RAY,ZADEGAN,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1245388263,207RI0011X,Adult Core Specialist,Cardiology/Interventional Cardiology,MD,N,Y,No,No,,106191228
LEONARDO,CHANKALIDI,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1245799345,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
ASHLEY,MERIDA,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1245912617,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
GENESIS,CAMPOVERDE,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1245947241,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
ANDREA,SANTAMARIA,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1245996347,103K00000X,Non-ANC Provider Type,Other,BCB,N,N,Both,Both,Provider,406564132
DALLAS,STOKES,Inland Empire Health Plan,Inland Empire Health Plan,1740790450,103K00000X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,Paraprofessional,306190773
FARYS,CHOWDHURY,Inland Empire Health Plan,Kaiser Permanente,1154556751,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
NAYELI,CALDERON,Inland Empire Health Plan,Kaiser Permanente,1164105011,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
JESSICA,SALAZAR,Inland Empire Health Plan,Kaiser Permanente,1639890577,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
ANDREA,HAWTHORNE,Inland Empire Health Plan,Kaiser Permanente,1649441973,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,N,Y,Only,No,,106191228
HAFSAAH,NIZAMI,Inland Empire Health Plan,Inland Empire Health Plan,1649828195,103K00000X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,Paraprofessional,306190773
EMILY,HASSEN,Inland Empire Health Plan,Kaiser Permanente,1649855867,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
BLAKE,DEAL,Inland Empire Health Plan,Kaiser Permanente,1811616220,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
NICOLE,JAVAHERIAN,Kaiser Permanente,Kaiser Permanente,1154495646,111N00000X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,,306394057
MYRIAM,PEREZ,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1386711265,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,N,Y,Only,No,,106301188
JUNE,MARTINEZ,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1396302758,106E00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Professional,106434032
WANDA,FREEMAN,Inland Empire Health Plan,Inland Empire Health Plan,1659504264,363LP0808X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,306334730
BENITO,CONTRERAS,Inland Empire Health Plan,Inland Empire Health Plan,1659489425,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,Both,No,,306191053
ALEXANDREA,PABLO,Inland Empire Health Plan,Kaiser Permanente,1538631627,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
ELIZABETH,TEJADA VALENCIA,Inland Empire Health Plan,Kaiser Permanente,1538849815,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
BARBARA,WALLNER,Inland Empire Health Plan,Inland Empire Health Plan,1548344856,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,306334568
FRANCINE,RENDON,Inland Empire Health Plan,Inland Empire Health Plan,1548743578,103K00000X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,Paraprofessional,306190773
HEATHER,LATHAM,Inland Empire Health Plan,Inland Empire Health Plan,1548691736,363LF0000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,306364196
BRIANA,ROBINSON,Inland Empire Health Plan,Kaiser Permanente,1548847403,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
ALAN,WILKINS,Inland Empire Health Plan,Kaiser Permanente,1770654709,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
ANTONIO,HARRIS,Inland Empire Health Plan,Inland Empire Health Plan,1780335034,1041C0700X,Mental Health Outpatient Services,Mental Health Outpatient Services,CSW,N,N,Both,No,,306214028
KASIE,LE-NGUYEN,Inland Empire Health Plan,Kaiser Permanente,1780376186,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
ASHKAN,AKASHEH,Inland Empire Health Plan,Kaiser Permanente,1790074243,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
JAIME,MORAN,Inland Empire Health Plan,Kaiser Permanente,1790125284,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
AZAD,HIRPARA,Inland Empire Health Plan,Kaiser Permanente,1790216281,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
SANNA,LEE,Inland Empire Health Plan,Kaiser Permanente,1790250751,367500000X,Non-ANC Provider Type,Other,OTH,N,N,No,No,,106191228
D'LANA,SHEPHERD,Inland Empire Health Plan,Kaiser Permanente,1790397651,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
ALI,DARWISH,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1679079958,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
PETER,DEMUTH,Inland Empire Health Plan,Inland Empire Health Plan,1831622034,207R00000X,Non-ANC Provider Type,Other,MD,Y,N,No,No,,306364196
WENDDY,MENDOZA MARTINEZ,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1043930282,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
HETTY,KO,Kaiser Permanente,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1053488817,367500000X,Non-ANC Provider Type,Other,OTH,N,N,No,No,,106191228
