OSHPD_ID,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings
106440755,Carotid Endarterectomy,0.0,15.0,0.0,As Expected
106440755,GI Hemorrhage,5.0,261.0,2.1,As Expected
106440755,Heart Failure,11.0,440.0,2.5,As Expected
106440755,Hip Fracture,2.0,154.0,1.1,As Expected
106440755,Pancreatic Resection,,,,
106440755,PCI,10.0,216.0,4.8,As Expected
106440755,Pneumonia,7.0,170.0,4.4,As Expected
106444013,PCI,,,,
106444013,Pneumonia,0.0,106.0,0.0,As Expected
106444013,AAA Repair Endo Unrupture,,,,
106444013,AAA Repair Open Unrupture,,,,
106444013,Acute Stroke,6.0,67.0,18.4,As Expected
106444013,Acute Stroke Hemorrhagic,,,,
106444013,Acute Stroke Ischemic,5.0,65.0,10.9,As Expected
106444013,Acute Stroke Subarachnoid,,,,
106444013,AMI,,,,
106444013,Carotid Endarterectomy,,,,
106444013,GI Hemorrhage,2.0,62.0,5.0,As Expected
106444013,Heart Failure,5.0,145.0,3.3,As Expected
106444013,Hip Fracture,1.0,34.0,5.2,As Expected
106444013,Pancreatic Resection,,,,
106450936,AAA Repair Endo Unrupture,,,,
106450936,AAA Repair Open Unrupture,,,,
106450936,Acute Stroke,1.0,3.0,100.0,As Expected
106450936,Acute Stroke Hemorrhagic,,,,
106450936,Acute Stroke Ischemic,1.0,3.0,78.6,As Expected
106450936,Acute Stroke Subarachnoid,,,,
106450936,AMI,,,,
106450936,Carotid Endarterectomy,,,,
106450936,GI Hemorrhage,0.0,5.0,0.0,As Expected
106450936,Heart Failure,0.0,9.0,0.0,As Expected
106450936,Hip Fracture,,,,
106450936,Pancreatic Resection,,,,
106450936,PCI,,,,
106450936,Pneumonia,0.0,24.0,0.0,As Expected
106450940,AAA Repair Endo Unrupture,,,,
106450940,AAA Repair Open Unrupture,,,,
106450940,Acute Stroke,5.0,109.0,10.4,As Expected
106450940,Acute Stroke Hemorrhagic,,,,
106450940,Acute Stroke Ischemic,4.0,107.0,5.3,As Expected
106450940,Acute Stroke Subarachnoid,,,,
106450940,AMI,9.0,326.0,2.3,Better
106450940,Carotid Endarterectomy,0.0,34.0,0.0,As Expected
106450940,GI Hemorrhage,1.0,190.0,0.6,As Expected
106450940,Heart Failure,10.0,404.0,2.4,As Expected
106450940,Hip Fracture,3.0,98.0,2.5,As Expected
106450940,Pancreatic Resection,,,,
106450940,PCI,5.0,131.0,4.9,As Expected
106450940,Pneumonia,2.0,135.0,1.4,As Expected
106450940,Isolated CABG Operative Mortality,4.0,101.0,3.480576,As Expected
106450949,AAA Repair Endo Unrupture,0.0,21.0,0.0,As Expected
106450949,AAA Repair Open Unrupture,0.0,3.0,0.0,As Expected
106450949,Acute Stroke,46.0,471.0,12.1,Worse
106450949,Acute Stroke Hemorrhagic,17.0,79.0,26.4,As Expected
106450949,Acute Stroke Ischemic,26.0,372.0,7.8,Worse
106450949,Acute Stroke Subarachnoid,3.0,20.0,18.6,As Expected
106450949,AMI,18.0,319.0,6.3,As Expected
106450949,Carotid Endarterectomy,0.0,24.0,0.0,As Expected
106450949,GI Hemorrhage,14.0,319.0,3.4,As Expected
106450949,Heart Failure,29.0,466.0,4.6,Worse
106450949,Hip Fracture,3.0,206.0,1.6,As Expected
106450949,Pancreatic Resection,,,,
106450949,PCI,8.0,270.0,3.4,As Expected
106450949,Pneumonia,16.0,266.0,4.7,As Expected
106450949,Isolated CABG Operative Mortality,3.0,50.0,4.449517,As Expected
106470871,AAA Repair Endo Unrupture,,,,
106470871,AAA Repair Open Unrupture,,,,
106470871,Acute Stroke,1.0,20.0,43.9,As Expected
106470871,Acute Stroke Hemorrhagic,,,,
106470871,Acute Stroke Ischemic,1.0,20.0,24.4,As Expected
106470871,Acute Stroke Subarachnoid,,,,
106470871,AMI,,,,
106470871,Carotid Endarterectomy,,,,
106470871,GI Hemorrhage,1.0,24.0,6.3,As Expected
106470871,Heart Failure,0.0,30.0,0.0,As Expected
106470871,Hip Fracture,0.0,26.0,0.0,As Expected
106470871,Pancreatic Resection,,,,
106470871,PCI,,,,
106470871,Pneumonia,2.0,64.0,7.5,As Expected
106474007,AAA Repair Endo Unrupture,,,,
106474007,AAA Repair Open Unrupture,,,,
106474007,Acute Stroke,0.0,28.0,0.0,As Expected
106474007,Acute Stroke Hemorrhagic,,,,
106474007,Acute Stroke Ischemic,0.0,28.0,0.0,As Expected
106474007,Acute Stroke Subarachnoid,,,,
106474007,AMI,0.0,10.0,0.0,As Expected
106474007,Carotid Endarterectomy,,,,
106474007,GI Hemorrhage,2.0,27.0,17.1,As Expected
106474007,Heart Failure,0.0,38.0,0.0,As Expected
106474007,Hip Fracture,0.0,32.0,0.0,As Expected
106474007,Pancreatic Resection,,,,
106474007,PCI,,,,
106474007,Pneumonia,4.0,65.0,7.9,As Expected
106480989,AAA Repair Endo Unrupture,0.0,9.0,0.0,As Expected
106480989,AAA Repair Open Unrupture,,,,
106480989,Acute Stroke,20.0,182.0,12.1,As Expected
106480989,Acute Stroke Hemorrhagic,5.0,43.0,14.3,As Expected
106480989,Acute Stroke Ischemic,15.0,136.0,10.2,Worse
106480989,Acute Stroke Subarachnoid,0.0,3.0,0.0,As Expected
106480989,AMI,10.0,304.0,5.0,As Expected
106480989,Carotid Endarterectomy,0.0,10.0,0.0,As Expected
106480989,GI Hemorrhage,5.0,239.0,3.1,As Expected
106480989,Heart Failure,19.0,437.0,3.2,As Expected
106480989,Hip Fracture,3.0,88.0,3.3,As Expected
106480989,Pancreatic Resection,,,,
106480989,PCI,3.0,201.0,2.5,As Expected
106480989,Pneumonia,4.0,105.0,2.8,As Expected
106480989,Elective PCI Mortality,0.0,89.0,0.0,As Expected
106480989,Elective PCI Stroke,1.0,89.0,1.21,As Expected
106480989,Elective PCI Emergency CABG,0.0,89.0,,As Expected
106481094,AAA Repair Endo Unrupture,,,,
106481094,AAA Repair Open Unrupture,,,,
106481094,Acute Stroke,6.0,62.0,12.5,As Expected
106481094,Acute Stroke Hemorrhagic,3.0,4.0,35.0,As Expected
106481094,Acute Stroke Ischemic,3.0,58.0,5.9,As Expected
106481094,Acute Stroke Subarachnoid,,,,
106481094,AMI,3.0,19.0,5.6,As Expected
106481094,Carotid Endarterectomy,,,,
106481094,GI Hemorrhage,2.0,93.0,2.5,As Expected
106481094,Heart Failure,3.0,207.0,1.9,As Expected
106481094,Hip Fracture,1.0,33.0,4.7,As Expected
106481094,Pancreatic Resection,,,,
106481094,PCI,,,,
106481094,Pneumonia,5.0,112.0,5.4,As Expected
106481357,AAA Repair Endo Unrupture,,,,
106481357,AAA Repair Open Unrupture,,,,
106481357,Acute Stroke,15.0,261.0,6.1,As Expected
106481357,Acute Stroke Hemorrhagic,7.0,39.0,18.2,As Expected
106481357,Acute Stroke Ischemic,5.0,215.0,2.2,Better
106481357,Acute Stroke Subarachnoid,3.0,7.0,24.9,As Expected
106481357,AMI,18.0,270.0,6.2,As Expected
106481357,Carotid Endarterectomy,0.0,7.0,0.0,As Expected
106481357,GI Hemorrhage,3.0,238.0,1.4,As Expected
106481357,Heart Failure,15.0,468.0,3.0,As Expected
106481357,Hip Fracture,3.0,95.0,1.8,As Expected
106481357,Pancreatic Resection,,,,
106481357,PCI,9.0,216.0,3.3,As Expected
106481357,Pneumonia,7.0,307.0,1.9,As Expected
106481357,Isolated CABG Operative Mortality,2.0,52.0,3.378753,As Expected
106484044,AAA Repair Endo Unrupture,,,,
106484044,AAA Repair Open Unrupture,,,,
106484044,Acute Stroke,21.0,167.0,13.2,Worse
106484044,Acute Stroke Hemorrhagic,10.0,53.0,24.4,As Expected
106484044,Acute Stroke Ischemic,10.0,111.0,9.8,Worse
106484044,Acute Stroke Subarachnoid,1.0,3.0,45.2,As Expected
106484044,AMI,2.0,35.0,4.3,As Expected
106484044,Carotid Endarterectomy,,,,
106484044,GI Hemorrhage,3.0,106.0,2.3,As Expected
106484044,Heart Failure,6.0,240.0,1.9,As Expected
106484044,Hip Fracture,3.0,111.0,3.4,As Expected
106484044,Pancreatic Resection,,,,
106484044,PCI,,,,
106484044,Pneumonia,4.0,74.0,5.5,As Expected
106490964,AAA Repair Endo Unrupture,,,,
106490964,AAA Repair Open Unrupture,,,,
106490964,Acute Stroke,2.0,13.0,16.9,As Expected
106490964,Acute Stroke Hemorrhagic,,,,
106490964,Acute Stroke Ischemic,2.0,13.0,9.4,As Expected
106490964,Acute Stroke Subarachnoid,,,,
106490964,AMI,,,,
106490964,Carotid Endarterectomy,,,,
106490964,GI Hemorrhage,0.0,3.0,0.0,As Expected
106490964,Heart Failure,1.0,31.0,6.0,As Expected
106490964,Hip Fracture,0.0,13.0,0.0,As Expected
106490964,Pancreatic Resection,,,,
106490964,PCI,,,,
106490964,Pneumonia,3.0,43.0,8.5,As Expected
106491001,AAA Repair Endo Unrupture,,,,
106491001,AAA Repair Open Unrupture,,,,
106491001,Acute Stroke,2.0,49.0,6.8,As Expected
106491001,Acute Stroke Hemorrhagic,,,,
106491001,Acute Stroke Ischemic,2.0,47.0,4.1,As Expected
106491001,Acute Stroke Subarachnoid,,,,
106491001,AMI,2.0,15.0,9.8,As Expected
106491001,Carotid Endarterectomy,,,,
106491001,GI Hemorrhage,0.0,17.0,0.0,As Expected
106491001,Heart Failure,3.0,107.0,2.1,As Expected
106491001,Hip Fracture,4.0,50.0,3.4,As Expected
106491001,Pancreatic Resection,,,,
106491001,PCI,,,,
106491001,Pneumonia,6.0,71.0,5.6,As Expected
106491064,AAA Repair Endo Unrupture,0.0,10.0,0.0,As Expected
106491064,AAA Repair Open Unrupture,,,,
106491064,Acute Stroke,49.0,369.0,9.7,As Expected
106491064,Acute Stroke Hemorrhagic,25.0,91.0,22.1,As Expected
106491064,Acute Stroke Ischemic,23.0,275.0,5.5,As Expected
106491064,Acute Stroke Subarachnoid,1.0,3.0,24.8,As Expected
106491064,AMI,13.0,347.0,4.6,As Expected
106491064,Carotid Endarterectomy,0.0,16.0,0.0,As Expected
106491064,GI Hemorrhage,11.0,279.0,3.5,As Expected
106491064,Heart Failure,31.0,520.0,4.9,Worse
106491064,Hip Fracture,8.0,168.0,4.6,Worse
106491064,Pancreatic Resection,,,,
106491064,PCI,8.0,247.0,3.4,As Expected
106491064,Pneumonia,10.0,214.0,3.7,As Expected
106491064,Isolated CABG Operative Mortality,0.0,47.0,0.0,As Expected
106491076,AAA Repair Endo Unrupture,,,,
106491076,AAA Repair Open Unrupture,,,,
106491076,Acute Stroke,2.0,27.0,8.5,As Expected
106491076,Acute Stroke Hemorrhagic,1.0,3.0,15.6,As Expected
106491076,Acute Stroke Ischemic,1.0,24.0,6.4,As Expected
106491076,Acute Stroke Subarachnoid,,,,
106491076,AMI,1.0,7.0,10.1,As Expected
106491076,Carotid Endarterectomy,,,,
106491076,GI Hemorrhage,1.0,10.0,9.5,As Expected
106491076,Heart Failure,2.0,46.0,2.7,As Expected
106491076,Hip Fracture,0.0,31.0,0.0,As Expected
106491076,Pancreatic Resection,,,,
106491076,PCI,,,,
106491076,Pneumonia,1.0,19.0,9.7,As Expected
106494019,Carotid Endarterectomy,0.0,30.0,0.0,As Expected
106494019,GI Hemorrhage,1.0,253.0,0.8,As Expected
106494019,Heart Failure,4.0,338.0,1.1,Better
106494019,Hip Fracture,1.0,148.0,0.8,As Expected
106494019,Pancreatic Resection,,,,
106494019,PCI,,,,
106494019,Pneumonia,3.0,140.0,2.3,As Expected
106494019,AAA Repair Endo Unrupture,0.0,12.0,0.0,As Expected
106494019,AAA Repair Open Unrupture,,,,
106494019,Acute Stroke,17.0,194.0,15.2,Worse
106494019,Acute Stroke Hemorrhagic,6.0,33.0,30.3,As Expected
106494019,Acute Stroke Ischemic,10.0,156.0,10.2,Worse
106494019,Acute Stroke Subarachnoid,1.0,5.0,23.9,As Expected
106494019,AMI,3.0,72.0,4.3,As Expected
106494106,AAA Repair Endo Unrupture,,,,
106494106,AAA Repair Open Unrupture,,,,
106494106,Acute Stroke,1.0,78.0,2.0,As Expected
106494106,Acute Stroke Hemorrhagic,,,,
106494106,Acute Stroke Ischemic,1.0,75.0,1.4,As Expected
106494106,Acute Stroke Subarachnoid,,,,
106494106,AMI,6.0,184.0,4.8,As Expected
106494106,Carotid Endarterectomy,,,,
106494106,GI Hemorrhage,3.0,208.0,1.5,As Expected
106494106,Heart Failure,5.0,189.0,2.8,As Expected
106494106,Hip Fracture,0.0,53.0,0.0,As Expected
106494106,Pancreatic Resection,,,,
106494106,PCI,3.0,118.0,3.3,As Expected
106494106,Pneumonia,2.0,61.0,3.0,As Expected
106494106,Isolated CABG Operative Mortality,1.0,38.0,4.280409,As Expected
106500852,AAA Repair Endo Unrupture,0.0,29.0,0.0,As Expected
106500852,AAA Repair Open Unrupture,1.0,4.0,23.9,As Expected
106500852,Acute Stroke,93.0,820.0,9.6,As Expected
106500852,Acute Stroke Hemorrhagic,42.0,207.0,17.3,As Expected
106500852,Acute Stroke Ischemic,40.0,550.0,8.7,Worse
106500852,Acute Stroke Subarachnoid,11.0,63.0,20.1,As Expected
106500852,AMI,39.0,513.0,8.2,Worse
106500852,Carotid Endarterectomy,1.0,124.0,0.9,As Expected
106500852,GI Hemorrhage,17.0,457.0,2.4,As Expected
106500852,Heart Failure,28.0,821.0,3.8,As Expected
106500852,Hip Fracture,1.0,175.0,0.5,As Expected
106500852,Pancreatic Resection,0.0,3.0,0.0,As Expected
106500852,PCI,14.0,320.0,4.0,As Expected
106500852,Pneumonia,14.0,403.0,3.6,As Expected
106500852,Isolated CABG Operative Mortality,15.0,326.0,3.119574,As Expected
106500867,AAA Repair Endo Unrupture,,,,
106500867,AAA Repair Open Unrupture,,,,
106500867,Acute Stroke,3.0,63.0,22.2,As Expected
106500867,Acute Stroke Hemorrhagic,1.0,4.0,79.3,As Expected
106500867,Acute Stroke Ischemic,2.0,59.0,10.5,As Expected
106500867,Acute Stroke Subarachnoid,,,,
106500867,AMI,10.0,359.0,4.0,As Expected
106500867,Carotid Endarterectomy,0.0,4.0,0.0,As Expected
106500867,GI Hemorrhage,5.0,220.0,5.0,As Expected
106500867,Heart Failure,8.0,478.0,2.1,As Expected
106500867,Hip Fracture,0.0,74.0,0.0,As Expected
106500867,Pancreatic Resection,,,,
106500867,PCI,5.0,229.0,3.3,As Expected
106500867,Pneumonia,6.0,290.0,1.9,As Expected
106500867,Elective PCI Mortality,0.0,68.0,0.0,As Expected
106500867,Elective PCI Stroke,0.0,68.0,0.0,As Expected
106500867,Elective PCI Emergency CABG,0.0,68.0,,As Expected
106500939,AAA Repair Endo Unrupture,0.0,8.0,0.0,As Expected
106500939,AAA Repair Open Unrupture,,,,
106500939,Acute Stroke,20.0,383.0,5.9,Better
106500939,Acute Stroke Hemorrhagic,16.0,79.0,20.0,As Expected
106500939,Acute Stroke Ischemic,2.0,299.0,0.8,Better
106500939,Acute Stroke Subarachnoid,2.0,5.0,43.7,As Expected
106500939,AMI,17.0,346.0,5.6,As Expected
106500939,Carotid Endarterectomy,0.0,71.0,0.0,As Expected
106500939,GI Hemorrhage,5.0,504.0,1.1,Better
106500939,Heart Failure,22.0,809.0,2.7,As Expected
106500939,Hip Fracture,1.0,212.0,0.4,As Expected
106500939,Pancreatic Resection,0.0,6.0,0.0,As Expected
106500939,PCI,8.0,274.0,2.6,As Expected
106500939,Pneumonia,8.0,296.0,2.9,As Expected
106500939,Isolated CABG Operative Mortality,8.0,144.0,3.560556,As Expected
106500967,AAA Repair Endo Unrupture,,,,
106500967,AAA Repair Open Unrupture,,,,
106500967,Acute Stroke,1.0,6.0,75.7,As Expected
106500967,Acute Stroke Hemorrhagic,,,,
106500967,Acute Stroke Ischemic,0.0,5.0,0.0,As Expected
106500967,Acute Stroke Subarachnoid,,,,
106500967,AMI,2.0,5.0,19.6,As Expected
106500967,Carotid Endarterectomy,,,,
106500967,GI Hemorrhage,,,,
106500967,Heart Failure,1.0,42.0,4.4,As Expected
106500967,Hip Fracture,,,,
106500967,Pancreatic Resection,,,,
106500967,PCI,,,,
106500967,Pneumonia,1.0,39.0,4.3,As Expected
106521041,AAA Repair Endo Unrupture,,,,
106521041,AAA Repair Open Unrupture,,,,
106521041,Acute Stroke,5.0,67.0,10.3,As Expected
106521041,Acute Stroke Hemorrhagic,2.0,5.0,17.2,As Expected
106521041,Acute Stroke Ischemic,1.0,60.0,4.5,As Expected
106521041,Acute Stroke Subarachnoid,,,,
106521041,AMI,2.0,9.0,8.4,As Expected
106521041,Carotid Endarterectomy,,,,
106521041,GI Hemorrhage,2.0,47.0,7.2,As Expected
106521041,Heart Failure,6.0,143.0,3.9,As Expected
106521041,Hip Fracture,0.0,51.0,0.0,As Expected
106521041,Pancreatic Resection,,,,
106521041,PCI,,,,
106521041,Pneumonia,2.0,83.0,2.0,As Expected
106531059,AAA Repair Endo Unrupture,,,,
106531059,AAA Repair Open Unrupture,,,,
106531059,Acute Stroke,,,,
106531059,Acute Stroke Hemorrhagic,,,,
106531059,Acute Stroke Ischemic,,,,
106531059,Acute Stroke Subarachnoid,,,,
106531059,AMI,,,,
106531059,Carotid Endarterectomy,,,,
106531059,GI Hemorrhage,1.0,3.0,10.8,As Expected
106531059,Heart Failure,0.0,9.0,0.0,As Expected
106531059,Hip Fracture,,,,
106531059,Pancreatic Resection,,,,
106531059,PCI,,,,
106531059,Pneumonia,1.0,31.0,3.5,As Expected
106540734,AAA Repair Endo Unrupture,0.0,12.0,0.0,As Expected
106540734,AAA Repair Open Unrupture,1.0,3.0,30.6,As Expected
106540734,Acute Stroke,50.0,569.0,8.7,As Expected
106540734,Acute Stroke Hemorrhagic,27.0,115.0,21.7,As Expected
106540734,Acute Stroke Ischemic,17.0,444.0,4.6,As Expected
106540734,Acute Stroke Subarachnoid,6.0,10.0,21.3,As Expected
106540734,AMI,39.0,635.0,5.7,As Expected
106540734,Carotid Endarterectomy,1.0,80.0,1.4,As Expected
106540734,GI Hemorrhage,18.0,589.0,2.7,As Expected
106540734,Heart Failure,44.0,1113.0,3.6,As Expected
106540734,Hip Fracture,3.0,221.0,2.0,As Expected
106540734,Pancreatic Resection,,,,
106540734,PCI,18.0,497.0,3.4,As Expected
106540734,Pneumonia,14.0,559.0,2.1,As Expected
106540734,Isolated CABG Operative Mortality,5.0,207.0,2.434263,As Expected
106540798,AAA Repair Endo Unrupture,,,,
106540798,AAA Repair Open Unrupture,,,,
106540798,Acute Stroke,7.0,116.0,9.5,As Expected
106540798,Acute Stroke Hemorrhagic,3.0,8.0,28.5,As Expected
106540798,Acute Stroke Ischemic,4.0,107.0,5.5,As Expected
106540798,Acute Stroke Subarachnoid,,,,
106540798,AMI,3.0,56.0,4.9,As Expected
106540798,Carotid Endarterectomy,,,,
106540798,GI Hemorrhage,5.0,176.0,3.3,As Expected
106540798,Heart Failure,10.0,282.0,3.7,As Expected
106540798,Hip Fracture,5.0,62.0,10.5,Worse
106540798,Pancreatic Resection,,,,
106540798,PCI,,,,
106540798,Pneumonia,10.0,266.0,4.1,As Expected
106540816,AAA Repair Endo Unrupture,,,,
106540816,AAA Repair Open Unrupture,,,,
106540816,Acute Stroke,,,,
106540816,Acute Stroke Hemorrhagic,,,,
106540816,Acute Stroke Ischemic,,,,
106540816,Acute Stroke Subarachnoid,,,,
106540816,AMI,,,,
106540816,Carotid Endarterectomy,,,,
106540816,GI Hemorrhage,,,,
106540816,Heart Failure,0.0,72.0,0.0,As Expected
106540816,Hip Fracture,,,,
106540816,Pancreatic Resection,,,,
106540816,PCI,,,,
106540816,Pneumonia,2.0,59.0,4.4,As Expected
106554011,AAA Repair Endo Unrupture,,,,
106554011,AAA Repair Open Unrupture,,,,
106554011,Acute Stroke,5.0,86.0,9.4,As Expected
106554011,Acute Stroke Hemorrhagic,0.0,3.0,0.0,As Expected
106554011,Acute Stroke Ischemic,5.0,83.0,6.2,As Expected
106554011,Acute Stroke Subarachnoid,,,,
106554011,AMI,3.0,44.0,5.7,As Expected
106554011,Carotid Endarterectomy,0.0,15.0,0.0,As Expected
106554011,GI Hemorrhage,2.0,91.0,2.6,As Expected
106554011,Heart Failure,11.0,195.0,4.6,As Expected
106554011,Hip Fracture,2.0,100.0,2.0,As Expected
106554011,Pancreatic Resection,,,,
106554011,PCI,,,,
106554011,Pneumonia,3.0,93.0,2.5,As Expected
106560473,AAA Repair Endo Unrupture,0.0,23.0,0.0,As Expected
106560473,AAA Repair Open Unrupture,,,,
106560473,Acute Stroke,13.0,258.0,12.9,As Expected
106560473,Acute Stroke Hemorrhagic,4.0,33.0,30.0,As Expected
106560473,Acute Stroke Ischemic,7.0,220.0,6.6,As Expected
106560473,Acute Stroke Subarachnoid,2.0,5.0,50.4,As Expected
106560473,AMI,16.0,244.0,8.2,As Expected
106560473,Carotid Endarterectomy,0.0,53.0,0.0,As Expected
106560473,GI Hemorrhage,6.0,238.0,3.0,As Expected
106560473,Heart Failure,18.0,407.0,4.2,As Expected
106560473,Hip Fracture,4.0,175.0,2.5,As Expected
106560473,Pancreatic Resection,,,,
106560473,PCI,11.0,204.0,7.6,Worse
106560473,Pneumonia,3.0,224.0,1.7,As Expected
106560473,Isolated CABG Operative Mortality,1.0,83.0,1.177647,As Expected
106560481,AAA Repair Endo Unrupture,,,,
106560481,AAA Repair Open Unrupture,,,,
106560481,Acute Stroke,7.0,89.0,9.4,As Expected
106560481,Acute Stroke Hemorrhagic,3.0,22.0,19.4,As Expected
106560481,Acute Stroke Ischemic,3.0,63.0,6.0,As Expected
106560481,Acute Stroke Subarachnoid,1.0,4.0,25.4,As Expected
106560481,AMI,1.0,56.0,3.4,As Expected
106560481,Carotid Endarterectomy,,,,
106560481,GI Hemorrhage,4.0,122.0,2.6,As Expected
106560481,Heart Failure,7.0,199.0,6.0,As Expected
106560481,Hip Fracture,1.0,53.0,2.1,As Expected
106560481,Pancreatic Resection,0.0,9.0,0.0,As Expected
106560481,PCI,,,,
106560481,Pneumonia,3.0,127.0,4.1,As Expected
106560492,AAA Repair Endo Unrupture,0.0,4.0,0.0,As Expected
106560492,AAA Repair Open Unrupture,,,,
106560492,Acute Stroke,48.0,485.0,10.4,As Expected
106560492,Acute Stroke Hemorrhagic,20.0,74.0,29.0,As Expected
106560492,Acute Stroke Ischemic,24.0,363.0,6.1,As Expected
106560492,Acute Stroke Subarachnoid,4.0,48.0,13.0,As Expected
106560492,AMI,15.0,304.0,6.6,As Expected
106560492,Carotid Endarterectomy,0.0,14.0,0.0,As Expected
106560492,GI Hemorrhage,5.0,206.0,2.0,As Expected
106560492,Heart Failure,9.0,371.0,2.0,As Expected
106560492,Hip Fracture,4.0,169.0,1.8,As Expected
106560492,Pancreatic Resection,0.0,6.0,0.0,As Expected
106560492,PCI,9.0,254.0,5.1,As Expected
106560492,Pneumonia,1.0,216.0,0.6,As Expected
106560492,Isolated CABG Operative Mortality,3.0,80.0,3.979709,As Expected
106560501,AAA Repair Endo Unrupture,,,,
106560501,AAA Repair Open Unrupture,,,,
106560501,Acute Stroke,,,,
106560501,Acute Stroke Hemorrhagic,,,,
106560501,Acute Stroke Ischemic,,,,
106560501,Acute Stroke Subarachnoid,,,,
106560501,AMI,,,,
106560501,Carotid Endarterectomy,,,,
106560501,GI Hemorrhage,1.0,3.0,69.3,As Expected
106560501,Heart Failure,2.0,16.0,10.4,As Expected
106560501,Hip Fracture,,,,
106560501,Pancreatic Resection,,,,
106560501,PCI,,,,
106560501,Pneumonia,1.0,19.0,4.1,As Expected
106560508,AAA Repair Endo Unrupture,,,,
106560508,AAA Repair Open Unrupture,,,,
106560508,Acute Stroke,8.0,73.0,11.8,As Expected
106560508,Acute Stroke Hemorrhagic,3.0,8.0,62.8,As Expected
106560508,Acute Stroke Ischemic,4.0,64.0,4.0,As Expected
106560508,Acute Stroke Subarachnoid,,,,
106560508,AMI,0.0,25.0,0.0,As Expected
106560508,Carotid Endarterectomy,,,,
106560508,GI Hemorrhage,3.0,110.0,2.6,As Expected
106560508,Heart Failure,9.0,210.0,3.2,As Expected
106560508,Hip Fracture,1.0,76.0,0.9,As Expected
106560508,Pancreatic Resection,,,,
106560508,PCI,,,,
106560508,Pneumonia,3.0,123.0,2.5,As Expected
106560525,AAA Repair Endo Unrupture,,,,
106560525,AAA Repair Open Unrupture,,,,
106560525,Acute Stroke,6.0,105.0,8.7,As Expected
106560525,Acute Stroke Hemorrhagic,2.0,14.0,24.3,As Expected
106560525,Acute Stroke Ischemic,3.0,88.0,5.1,As Expected
106560525,Acute Stroke Subarachnoid,1.0,3.0,15.6,As Expected
106560525,AMI,9.0,129.0,10.6,As Expected
106560525,Carotid Endarterectomy,,,,
106560525,GI Hemorrhage,4.0,184.0,3.8,As Expected
106560525,Heart Failure,5.0,278.0,1.6,As Expected
106560525,Hip Fracture,1.0,60.0,1.0,As Expected
106560525,Pancreatic Resection,,,,
106560525,PCI,3.0,123.0,4.8,As Expected
106560525,Pneumonia,1.0,181.0,0.6,As Expected
106560529,AAA Repair Endo Unrupture,1.0,7.0,4.1,As Expected
106560529,AAA Repair Open Unrupture,,,,
106560529,Acute Stroke,28.0,268.0,8.7,As Expected
106560529,Acute Stroke Hemorrhagic,7.0,41.0,11.3,Better
106560529,Acute Stroke Ischemic,20.0,218.0,7.6,Worse
106560529,Acute Stroke Subarachnoid,1.0,9.0,8.8,As Expected
106560529,AMI,11.0,272.0,3.3,Better
106560529,Carotid Endarterectomy,0.0,25.0,0.0,As Expected
106560529,GI Hemorrhage,8.0,306.0,1.6,As Expected
106560529,Heart Failure,14.0,529.0,1.9,As Expected
106560529,Hip Fracture,1.0,95.0,0.8,As Expected
106560529,Pancreatic Resection,,,,
106560529,PCI,10.0,211.0,2.9,As Expected
106560529,Pneumonia,5.0,170.0,2.6,As Expected
106560529,Isolated CABG Operative Mortality,1.0,51.0,1.111237,As Expected
106571086,AAA Repair Endo Unrupture,,,,
106571086,AAA Repair Open Unrupture,,,,
106571086,Acute Stroke,0.0,60.0,0.0,As Expected
106571086,Acute Stroke Hemorrhagic,,,,
106571086,Acute Stroke Ischemic,0.0,59.0,0.0,As Expected
106571086,Acute Stroke Subarachnoid,,,,
106571086,AMI,2.0,12.0,7.7,As Expected
106571086,Carotid Endarterectomy,,,,
106571086,GI Hemorrhage,3.0,66.0,4.5,As Expected
106571086,Heart Failure,7.0,93.0,6.3,As Expected
106571086,Hip Fracture,1.0,51.0,2.7,As Expected
106571086,Pancreatic Resection,,,,
106571086,PCI,,,,
106571086,Pneumonia,4.0,77.0,5.9,As Expected
106574010,AAA Repair Endo Unrupture,,,,
106574010,AAA Repair Open Unrupture,,,,
106574010,Acute Stroke,0.0,48.0,0.0,As Expected
106574010,Acute Stroke Hemorrhagic,,,,
106574010,Acute Stroke Ischemic,0.0,47.0,0.0,As Expected
106574010,Acute Stroke Subarachnoid,,,,
106574010,AMI,2.0,16.0,4.4,As Expected
106574010,Carotid Endarterectomy,,,,
106574010,GI Hemorrhage,1.0,85.0,1.6,As Expected
106574010,Heart Failure,3.0,107.0,2.1,As Expected
106574010,Hip Fracture,1.0,47.0,2.1,As Expected
106574010,Pancreatic Resection,,,,
106574010,PCI,,,,
106574010,Pneumonia,1.0,37.0,1.5,As Expected
106580996,AAA Repair Endo Unrupture,0.0,14.0,0.0,As Expected
106580996,AAA Repair Open Unrupture,,,,
106580996,Acute Stroke,12.0,264.0,7.9,As Expected
106580996,Acute Stroke Hemorrhagic,3.0,8.0,24.7,As Expected
106580996,Acute Stroke Ischemic,9.0,256.0,4.1,As Expected
106580996,Acute Stroke Subarachnoid,,,,
106580996,AMI,22.0,295.0,6.4,As Expected
106580996,Carotid Endarterectomy,0.0,33.0,0.0,As Expected
106580996,GI Hemorrhage,8.0,254.0,2.6,As Expected
106580996,Heart Failure,29.0,627.0,3.5,As Expected
