,OSHPD_ID,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings
3058,106361318,Isolated CABG Operative Mortality,1.0,129.0,0.87,As Expected
3059,106361339,AMI,35.0,594.0,6.3,As Expected
3060,106361339,Acute Stroke,30.0,408.0,7.0,As Expected
3061,106361339,Acute Stroke Hemorrhagic,17.0,79.0,18.1,As Expected
3062,106361339,Acute Stroke Ischemic,7.0,314.0,2.9,As Expected
3063,106361339,Acute Stroke Subarachnoid,6.0,15.0,19.9,As Expected
3064,106361339,Carotid Endarterectomy,1.0,23.0,3.0,As Expected
3065,106361339,GI Hemorrhage,3.0,305.0,1.0,As Expected
3066,106361339,Heart Failure,13.0,657.0,1.8,As Expected
3067,106361339,Hip Fracture,0.0,79.0,0.0,As Expected
3068,106361339,PCI,18.0,444.0,4.7,As Expected
3069,106361339,Pancreatic Resection,,,,
3070,106361339,Pneumonia,17.0,336.0,3.3,As Expected
3071,106361339,Isolated CABG Operative Mortality,12.0,241.0,5.6,Worse
3072,106362041,AMI,,,,
3073,106362041,Acute Stroke,1.0,14.0,38.1,As Expected
3074,106362041,Acute Stroke Hemorrhagic,,,,
3075,106362041,Acute Stroke Ischemic,1.0,14.0,21.1,As Expected
3076,106362041,Acute Stroke Subarachnoid,,,,
3077,106362041,Carotid Endarterectomy,,,,
3078,106362041,GI Hemorrhage,1.0,3.0,80.1,As Expected
3079,106362041,Heart Failure,0.0,70.0,0.0,As Expected
3080,106362041,Hip Fracture,1.0,27.0,4.3,As Expected
3081,106362041,PCI,,,,
3082,106362041,Pancreatic Resection,,,,
3083,106362041,Pneumonia,4.0,83.0,4.8,As Expected
3084,106364231,AMI,4.0,105.0,4.3,As Expected
3085,106364231,Acute Stroke,29.0,319.0,11.0,As Expected
3086,106364231,Acute Stroke Hemorrhagic,18.0,88.0,28.0,As Expected
3087,106364231,Acute Stroke Ischemic,10.0,217.0,6.3,As Expected
3088,106364231,Acute Stroke Subarachnoid,1.0,14.0,9.3,As Expected
3089,106364231,Carotid Endarterectomy,0.0,10.0,0.0,As Expected
3090,106364231,GI Hemorrhage,4.0,222.0,2.5,As Expected
3091,106364231,Heart Failure,7.0,555.0,2.4,As Expected
3092,106364231,Hip Fracture,1.0,78.0,1.4,As Expected
3093,106364231,PCI,0.0,121.0,0.0,As Expected
3094,106364231,Pancreatic Resection,0.0,7.0,0.0,As Expected
3095,106364231,Pneumonia,6.0,222.0,4.3,As Expected
3096,106370714,AMI,22.0,375.0,6.9,As Expected
3097,106370714,Acute Stroke,69.0,740.0,8.0,As Expected
3098,106370714,Acute Stroke Hemorrhagic,34.0,120.0,22.4,As Expected
3099,106370714,Acute Stroke Ischemic,27.0,595.0,3.5,Better
3100,106370714,Acute Stroke Subarachnoid,8.0,25.0,25.7,As Expected
3101,106370714,Carotid Endarterectomy,1.0,59.0,2.3,As Expected
3102,106370714,GI Hemorrhage,22.0,494.0,3.0,As Expected
3103,106370714,Heart Failure,11.0,1025.0,1.3,Better
3104,106370714,Hip Fracture,6.0,202.0,1.8,As Expected
3105,106370714,PCI,15.0,449.0,3.6,As Expected
3106,106370714,Pancreatic Resection,0.0,14.0,0.0,As Expected
3107,106370714,Pneumonia,18.0,536.0,2.9,As Expected
3108,106370714,Isolated CABG Operative Mortality,1.0,71.0,1.09,As Expected
3109,106370782,AMI,34.0,457.0,8.1,Worse
3110,106370782,Acute Stroke,45.0,516.0,5.6,Better
3111,106370782,Acute Stroke Hemorrhagic,19.0,115.0,13.8,Better
3112,106370782,Acute Stroke Ischemic,16.0,349.0,2.6,Better
3113,106370782,Acute Stroke Subarachnoid,10.0,52.0,17.7,As Expected
3114,106370782,Carotid Endarterectomy,0.0,21.0,0.0,As Expected
3115,106370782,GI Hemorrhage,10.0,528.0,1.3,Better
3116,106370782,Heart Failure,23.0,950.0,2.5,As Expected
3117,106370782,Hip Fracture,2.0,162.0,0.8,As Expected
3118,106370782,PCI,13.0,371.0,3.6,As Expected
3119,106370782,Pancreatic Resection,1.0,77.0,0.9,As Expected
3120,106370782,Pneumonia,8.0,303.0,2.4,As Expected
3121,106380857,AMI,24.0,435.0,6.8,As Expected
3122,106380857,Acute Stroke,13.0,211.0,8.7,As Expected
3123,106380857,Acute Stroke Hemorrhagic,8.0,34.0,33.7,As Expected
3124,106380857,Acute Stroke Ischemic,5.0,176.0,2.9,As Expected
3125,106380857,Acute Stroke Subarachnoid,,,,
3126,106380857,Carotid Endarterectomy,0.0,38.0,0.0,As Expected
3127,106380857,GI Hemorrhage,5.0,185.0,2.2,As Expected
3128,106380857,Heart Failure,12.0,420.0,2.7,As Expected
3129,106380857,Hip Fracture,0.0,82.0,0.0,As Expected
3130,106380857,PCI,19.0,287.0,5.5,As Expected
3131,106380857,Pancreatic Resection,0.0,48.0,0.0,As Expected
3132,106380857,Pneumonia,3.0,89.0,3.3,As Expected
3133,106380857,Isolated CABG Operative Mortality,2.0,333.0,1.26,As Expected
3134,106380939,AMI,11.0,189.0,8.5,As Expected
3135,106380939,Acute Stroke,49.0,314.0,10.8,As Expected
3136,106380939,Acute Stroke Hemorrhagic,23.0,69.0,23.5,As Expected
3137,106380939,Acute Stroke Ischemic,18.0,226.0,5.8,As Expected
3138,106380939,Acute Stroke Subarachnoid,8.0,19.0,35.7,As Expected
3139,106380939,Carotid Endarterectomy,0.0,5.0,0.0,As Expected
3140,106380939,GI Hemorrhage,7.0,226.0,3.4,As Expected
3141,106380939,Heart Failure,12.0,713.0,2.7,As Expected
3142,106380939,Hip Fracture,3.0,120.0,1.5,As Expected
3143,106380939,PCI,2.0,90.0,4.1,As Expected
3144,106380939,Pancreatic Resection,1.0,6.0,3.3,As Expected
3145,106380939,Pneumonia,5.0,271.0,3.7,As Expected
3146,106381154,AMI,26.0,212.0,8.2,As Expected
3147,106381154,Acute Stroke,64.0,522.0,7.4,As Expected
3148,106381154,Acute Stroke Hemorrhagic,29.0,173.0,17.9,As Expected
3149,106381154,Acute Stroke Ischemic,15.0,241.0,3.8,As Expected
3150,106381154,Acute Stroke Subarachnoid,20.0,108.0,19.0,As Expected
3151,106381154,Carotid Endarterectomy,0.0,49.0,0.0,As Expected
3152,106381154,GI Hemorrhage,6.0,335.0,1.0,Better
3153,106381154,Heart Failure,31.0,639.0,4.6,Worse
3154,106381154,Hip Fracture,1.0,94.0,0.4,As Expected
3155,106381154,PCI,9.0,186.0,3.5,As Expected
3156,106381154,Pancreatic Resection,0.0,122.0,0.0,As Expected
3157,106381154,Pneumonia,8.0,236.0,3.0,As Expected
3158,106381154,Isolated CABG Operative Mortality,1.0,86.0,1.7,As Expected
3159,106382715,AMI,1.0,23.0,4.2,As Expected
3160,106382715,Acute Stroke,0.0,41.0,0.0,As Expected
3161,106382715,Acute Stroke Hemorrhagic,,,,
3162,106382715,Acute Stroke Ischemic,0.0,39.0,0.0,As Expected
3163,106382715,Acute Stroke Subarachnoid,,,,
3164,106382715,Carotid Endarterectomy,,,,
3165,106382715,GI Hemorrhage,1.0,42.0,1.3,As Expected
3166,106382715,Heart Failure,2.0,104.0,1.6,As Expected
3167,106382715,Hip Fracture,0.0,20.0,0.0,As Expected
3168,106382715,PCI,,,,
3169,106382715,Pancreatic Resection,,,,
3170,106382715,Pneumonia,1.0,52.0,1.7,As Expected
3171,106390923,AMI,4.0,51.0,6.2,As Expected
3172,106390923,Acute Stroke,11.0,170.0,11.3,As Expected
3173,106390923,Acute Stroke Hemorrhagic,1.0,8.0,20.8,As Expected
3174,106390923,Acute Stroke Ischemic,7.0,159.0,5.2,As Expected
3175,106390923,Acute Stroke Subarachnoid,3.0,3.0,65.5,As Expected
3176,106390923,Carotid Endarterectomy,,,,
3177,106390923,GI Hemorrhage,5.0,195.0,3.8,As Expected
3178,106390923,Heart Failure,17.0,503.0,2.8,As Expected
3179,106390923,Hip Fracture,0.0,96.0,0.0,As Expected
3180,106390923,PCI,,,,
3181,106390923,Pancreatic Resection,,,,
3182,106390923,Pneumonia,9.0,227.0,4.2,As Expected
3183,106391010,AMI,4.0,26.0,10.1,As Expected
3184,106391010,Acute Stroke,11.0,148.0,6.1,As Expected
3185,106391010,Acute Stroke Hemorrhagic,10.0,53.0,19.7,As Expected
3186,106391010,Acute Stroke Ischemic,1.0,91.0,1.3,As Expected
3187,106391010,Acute Stroke Subarachnoid,0.0,4.0,0.0,As Expected
3188,106391010,Carotid Endarterectomy,0.0,5.0,0.0,As Expected
3189,106391010,GI Hemorrhage,8.0,161.0,3.3,As Expected
3190,106391010,Heart Failure,6.0,321.0,2.0,As Expected
3191,106391010,Hip Fracture,4.0,106.0,4.0,As Expected
3192,106391010,PCI,,,,
3193,106391010,Pancreatic Resection,,,,
3194,106391010,Pneumonia,2.0,75.0,2.7,As Expected
3195,106410782,AMI,1.0,10.0,6.7,As Expected
3196,106410782,Acute Stroke,0.0,43.0,0.0,As Expected
3197,106410782,Acute Stroke Hemorrhagic,0.0,9.0,0.0,As Expected
3198,106410782,Acute Stroke Ischemic,0.0,33.0,0.0,As Expected
3199,106410782,Acute Stroke Subarachnoid,,,,
3200,106410782,Carotid Endarterectomy,,,,
3201,106410782,GI Hemorrhage,1.0,73.0,2.4,As Expected
3202,106410782,Heart Failure,2.0,134.0,1.6,As Expected
3203,106410782,Hip Fracture,0.0,11.0,0.0,As Expected
3204,106410782,PCI,,,,
3205,106410782,Pancreatic Resection,,,,
3206,106410782,Pneumonia,2.0,82.0,3.1,As Expected
3207,106410852,AMI,13.0,256.0,5.1,As Expected
3208,106410852,Acute Stroke,18.0,275.0,5.6,Better
3209,106410852,Acute Stroke Hemorrhagic,9.0,55.0,15.8,As Expected
3210,106410852,Acute Stroke Ischemic,8.0,217.0,2.5,Better
3211,106410852,Acute Stroke Subarachnoid,1.0,3.0,24.3,As Expected
3212,106410852,Carotid Endarterectomy,0.0,21.0,0.0,As Expected
3213,106410852,GI Hemorrhage,4.0,296.0,0.9,Better
3214,106410852,Heart Failure,17.0,434.0,2.4,As Expected
3215,106410852,Hip Fracture,2.0,169.0,0.7,As Expected
3216,106410852,PCI,6.0,274.0,2.0,As Expected
3217,106410852,Pancreatic Resection,0.0,21.0,0.0,As Expected
3218,106410852,Pneumonia,3.0,112.0,1.9,As Expected
3219,106410852,Isolated CABG Operative Mortality,1.0,44.0,2.99,As Expected
3220,106410891,AMI,6.0,67.0,10.0,As Expected
3221,106410891,Acute Stroke,8.0,95.0,11.6,As Expected
3222,106410891,Acute Stroke Hemorrhagic,4.0,19.0,23.8,As Expected
3223,106410891,Acute Stroke Ischemic,2.0,74.0,5.1,As Expected
3224,106410891,Acute Stroke Subarachnoid,,,,
3225,106410891,Carotid Endarterectomy,0.0,48.0,0.0,As Expected
3226,106410891,GI Hemorrhage,2.0,61.0,2.6,As Expected
3227,106410891,Heart Failure,5.0,196.0,2.0,As Expected
3228,106410891,Hip Fracture,0.0,75.0,0.0,As Expected
3229,106410891,PCI,2.0,61.0,4.1,As Expected
3230,106410891,Pancreatic Resection,,,,
3231,106410891,Pneumonia,3.0,82.0,3.2,As Expected
3232,106410891,Isolated CABG Operative Mortality,0.0,42.0,0.0,As Expected
3233,106430779,AMI,9.0,260.0,3.8,As Expected
3234,106430779,Acute Stroke,30.0,421.0,6.7,As Expected
3235,106430779,Acute Stroke Hemorrhagic,13.0,77.0,15.4,As Expected
3236,106430779,Acute Stroke Ischemic,14.0,329.0,3.5,As Expected
3237,106430779,Acute Stroke Subarachnoid,3.0,15.0,25.6,As Expected
3238,106430779,Carotid Endarterectomy,0.0,25.0,0.0,As Expected
3239,106430779,GI Hemorrhage,9.0,294.0,3.0,As Expected
3240,106430779,Heart Failure,21.0,589.0,2.3,As Expected
3241,106430779,Hip Fracture,0.0,143.0,0.0,As Expected
3242,106430779,PCI,10.0,228.0,3.6,As Expected
3243,106430779,Pancreatic Resection,0.0,7.0,0.0,As Expected
3244,106430779,Pneumonia,10.0,269.0,3.5,As Expected
3245,106430779,Isolated CABG Operative Mortality,4.0,70.0,5.74,As Expected
3246,106481357,AMI,23.0,254.0,7.5,As Expected
3247,106481357,Acute Stroke,18.0,208.0,8.3,As Expected
3248,106481357,Acute Stroke Hemorrhagic,7.0,44.0,16.8,As Expected
3249,106481357,Acute Stroke Ischemic,11.0,163.0,5.0,As Expected
3250,106481357,Acute Stroke Subarachnoid,,,,
3251,106481357,Carotid Endarterectomy,0.0,7.0,0.0,As Expected
3252,106481357,GI Hemorrhage,9.0,190.0,3.1,As Expected
3253,106481357,Heart Failure,14.0,470.0,2.5,As Expected
3254,106481357,Hip Fracture,2.0,66.0,2.0,As Expected
3255,106481357,PCI,15.0,190.0,6.1,As Expected
3256,106481357,Pancreatic Resection,,,,
3257,106481357,Pneumonia,17.0,270.0,5.4,Worse
3258,106481357,Isolated CABG Operative Mortality,1.0,47.0,1.77,As Expected
3259,106540798,AMI,3.0,55.0,4.9,As Expected
3260,106540798,Acute Stroke,2.0,96.0,3.8,As Expected
3261,106540798,Acute Stroke Hemorrhagic,0.0,4.0,0.0,As Expected
3262,106540798,Acute Stroke Ischemic,2.0,91.0,2.7,As Expected
3263,106540798,Acute Stroke Subarachnoid,,,,
3264,106540798,Carotid Endarterectomy,,,,
3265,106540798,GI Hemorrhage,0.0,116.0,0.0,Better
3266,106540798,Heart Failure,9.0,218.0,4.2,As Expected
3267,106540798,Hip Fracture,1.0,60.0,1.3,As Expected
3268,106540798,PCI,,,,
3269,106540798,Pancreatic Resection,,,,
3270,106540798,Pneumonia,7.0,246.0,2.9,As Expected
3271,106540816,AMI,,,,
3272,106540816,Acute Stroke,,,,
3273,106540816,Acute Stroke Hemorrhagic,,,,
3274,106540816,Acute Stroke Ischemic,,,,
3275,106540816,Acute Stroke Subarachnoid,,,,
3276,106540816,Carotid Endarterectomy,,,,
3277,106540816,GI Hemorrhage,,,,
3278,106540816,Heart Failure,1.0,8.0,11.5,As Expected
3279,106540816,Hip Fracture,,,,
3280,106540816,PCI,,,,
3281,106540816,Pancreatic Resection,,,,
3282,106540816,Pneumonia,0.0,8.0,0.0,As Expected
3283,106560481,AMI,0.0,64.0,0.0,As Expected
3284,106560481,Acute Stroke,7.0,99.0,10.6,As Expected
3285,106560481,Acute Stroke Hemorrhagic,4.0,24.0,22.7,As Expected
3286,106560481,Acute Stroke Ischemic,3.0,74.0,7.7,As Expected
3287,106560481,Acute Stroke Subarachnoid,,,,
3288,106560481,Carotid Endarterectomy,,,,
3289,106560481,GI Hemorrhage,2.0,115.0,2.2,As Expected
3290,106560481,Heart Failure,5.0,187.0,4.0,As Expected
3291,106560481,Hip Fracture,1.0,58.0,1.9,As Expected
3292,106560481,PCI,,,,
3293,106560481,Pancreatic Resection,0.0,7.0,0.0,As Expected
3294,106560481,Pneumonia,2.0,117.0,3.6,As Expected
3295,106560492,AMI,11.0,309.0,4.7,As Expected
3296,106560492,Acute Stroke,42.0,488.0,7.8,As Expected
3297,106560492,Acute Stroke Hemorrhagic,12.0,71.0,14.2,As Expected
3298,106560492,Acute Stroke Ischemic,26.0,382.0,4.8,As Expected
3299,106560492,Acute Stroke Subarachnoid,4.0,35.0,21.9,As Expected
3300,106560492,Carotid Endarterectomy,0.0,14.0,0.0,As Expected
3301,106560492,GI Hemorrhage,6.0,209.0,3.6,As Expected
3302,106560492,Heart Failure,9.0,364.0,1.6,As Expected
3303,106560492,Hip Fracture,1.0,172.0,0.6,As Expected
3304,106560492,PCI,7.0,287.0,4.1,As Expected
3305,106560492,Pancreatic Resection,0.0,8.0,0.0,As Expected
3306,106560492,Pneumonia,9.0,214.0,3.7,As Expected
3307,106560492,Isolated CABG Operative Mortality,1.0,58.0,1.09,As Expected
3308,106560501,AMI,,,,
3309,106560501,Acute Stroke,0.0,6.0,0.0,As Expected
3310,106560501,Acute Stroke Hemorrhagic,,,,
3311,106560501,Acute Stroke Ischemic,0.0,6.0,0.0,As Expected
3312,106560501,Acute Stroke Subarachnoid,,,,
3313,106560501,Carotid Endarterectomy,,,,
3314,106560501,GI Hemorrhage,0.0,4.0,0.0,As Expected
3315,106560501,Heart Failure,0.0,13.0,0.0,As Expected
3316,106560501,Hip Fracture,,,,
3317,106560501,PCI,,,,
3318,106560501,Pancreatic Resection,,,,
3319,106560501,Pneumonia,1.0,25.0,2.8,As Expected
3320,106014233,AMI,7.0,43.0,10.3,As Expected
3321,106014233,Acute Stroke Hemorrhagic,40.0,127.0,22.5,As Expected
3322,106014233,Acute Stroke Subarachnoid,11.0,36.0,26.8,As Expected
3323,106014233,Pneumonia,2.0,89.0,1.9,As Expected
3324,106014233,Heart Failure,9.0,343.0,2.5,As Expected
3325,106014233,Pancreatic Resection,,,,
3326,106014233,Acute Stroke Ischemic,31.0,329.0,6.3,As Expected
3327,106014233,GI Hemorrhage,6.0,177.0,2.9,As Expected
3328,106014233,AAA Repair Endo Unrupture,0.0,4.0,0.0,As Expected
3329,106014233,Hip Fracture,5.0,115.0,3.3,As Expected
3330,106014233,Carotid Endarterectomy,0.0,19.0,0.0,As Expected
3331,106014233,Acute Stroke,82.0,492.0,10.3,As Expected
3332,106014233,AAA Repair Open Unrupture,,,,
3333,106014233,PCI,,,,
3334,106050932,Pneumonia,0.0,53.0,0.0,As Expected
3335,106050932,AMI,0.0,6.0,0.0,As Expected
3336,106050932,AAA Repair Open Unrupture,,,,
3337,106050932,Acute Stroke Subarachnoid,,,,
3338,106050932,Acute Stroke Hemorrhagic,,,,
3339,106050932,Pancreatic Resection,,,,
3340,106050932,GI Hemorrhage,0.0,3.0,0.0,As Expected
3341,106050932,Acute Stroke Ischemic,1.0,16.0,8.5,As Expected
3342,106050932,Carotid Endarterectomy,,,,
3343,106050932,Hip Fracture,0.0,28.0,0.0,As Expected
3344,106050932,Heart Failure,1.0,37.0,7.3,As Expected
3345,106050932,Acute Stroke,1.0,16.0,15.3,As Expected
3346,106050932,PCI,,,,
3347,106050932,AAA Repair Endo Unrupture,,,,
3348,106060870,Carotid Endarterectomy,,,,
3349,106060870,Heart Failure,2.0,70.0,3.7,As Expected
3350,106060870,GI Hemorrhage,0.0,8.0,0.0,As Expected
3351,106060870,AAA Repair Endo Unrupture,,,,
3352,106060870,Acute Stroke,1.0,9.0,26.2,As Expected
3353,106060870,Acute Stroke Ischemic,1.0,9.0,14.6,As Expected
3354,106060870,PCI,,,,
3355,106060870,Pancreatic Resection,,,,
3356,106060870,Hip Fracture,,,,
3357,106060870,AMI,0.0,5.0,0.0,As Expected
3358,106060870,Acute Stroke Subarachnoid,,,,
3359,106060870,Acute Stroke Hemorrhagic,,,,
3360,106060870,Pneumonia,0.0,42.0,0.0,As Expected
3361,106060870,AAA Repair Open Unrupture,,,,
3362,106070924,Acute Stroke Ischemic,1.0,45.0,6.1,As Expected
3363,106070924,AAA Repair Endo Unrupture,,,,
3364,106070924,Pancreatic Resection,,,,
3365,106070924,Hip Fracture,0.0,14.0,0.0,As Expected
3366,106070924,PCI,,,,
3367,106070924,AAA Repair Open Unrupture,,,,
3368,106070924,GI Hemorrhage,5.0,86.0,7.6,Worse
3369,106070924,Heart Failure,4.0,317.0,2.7,As Expected
3370,106070924,Acute Stroke Subarachnoid,,,,
3371,106070924,Pneumonia,1.0,92.0,2.8,As Expected
3372,106070924,Carotid Endarterectomy,,,,
3373,106070924,Acute Stroke Hemorrhagic,,,,
3374,106070924,AMI,1.0,9.0,20.6,As Expected
3375,106070924,Acute Stroke,2.0,47.0,19.3,As Expected
3376,106070990,Pancreatic Resection,,,,
3377,106070990,Heart Failure,13.0,376.0,2.8,As Expected
3378,106070990,PCI,2.0,216.0,1.9,As Expected
3379,106070990,Elective PCI Stroke,1.0,141.0,0.62,As Expected
3380,106070990,Acute Stroke,8.0,218.0,4.1,Better
3381,106070990,AAA Repair Endo Unrupture,0.0,23.0,0.0,As Expected
3382,106070990,Acute Stroke Ischemic,1.0,154.0,0.7,Better
3383,106070990,Hip Fracture,3.0,234.0,2.0,As Expected
3384,106070990,Elective PCI Mortality,0.0,141.0,0.0,As Expected
3385,106070990,Acute Stroke Subarachnoid,3.0,7.0,26.1,As Expected
3386,106070990,AAA Repair Open Unrupture,0.0,6.0,0.0,As Expected
3387,106070990,Elective PCI Emergency CABG,0.0,141.0,,As Expected
3388,106070990,Acute Stroke Hemorrhagic,4.0,57.0,11.5,As Expected
3389,106070990,GI Hemorrhage,7.0,215.0,3.2,As Expected
3390,106070990,Pneumonia,4.0,133.0,3.0,As Expected
3391,106070990,AMI,7.0,270.0,4.2,As Expected
3392,106070990,Carotid Endarterectomy,0.0,25.0,0.0,As Expected
3393,106074097,Carotid Endarterectomy,,,,
3394,106074097,Pneumonia,4.0,75.0,3.8,As Expected
3395,106074097,Acute Stroke Subarachnoid,,,,
3396,106074097,Pancreatic Resection,,,,
3397,106074097,AAA Repair Open Unrupture,,,,
3398,106074097,Acute Stroke,13.0,155.0,9.3,As Expected
3399,106074097,Acute Stroke Ischemic,6.0,115.0,5.2,As Expected
3400,106074097,Acute Stroke Hemorrhagic,7.0,40.0,21.6,As Expected
3401,106074097,GI Hemorrhage,1.0,121.0,0.6,As Expected
3402,106074097,PCI,,,,
3403,106074097,Hip Fracture,0.0,83.0,0.0,As Expected
3404,106074097,Heart Failure,8.0,340.0,2.0,As Expected
3405,106074097,AMI,3.0,47.0,3.0,As Expected
3406,106074097,AAA Repair Endo Unrupture,,,,
3407,106100797,Pneumonia,0.0,25.0,0.0,As Expected
3408,106100797,Heart Failure,0.0,31.0,0.0,As Expected
3409,106100797,Acute Stroke Hemorrhagic,,,,
3410,106100797,Acute Stroke Subarachnoid,,,,
3411,106100797,PCI,,,,
3412,106100797,Acute Stroke Ischemic,2.0,18.0,11.1,As Expected
3413,106100797,GI Hemorrhage,,,,
3414,106100797,AAA Repair Endo Unrupture,,,,
3415,106100797,AMI,0.0,3.0,0.0,As Expected
3416,106100797,AAA Repair Open Unrupture,,,,
3417,106100797,Hip Fracture,,,,
3418,106100797,Acute Stroke,2.0,18.0,19.9,As Expected
3419,106100797,Carotid Endarterectomy,,,,
3420,106100797,Pancreatic Resection,,,,
3421,106110889,Acute Stroke,,,,
3422,106110889,PCI,,,,
3423,106110889,Pneumonia,1.0,28.0,23.7,As Expected
3424,106110889,AMI,,,,
3425,106110889,GI Hemorrhage,,,,
3426,106110889,Heart Failure,0.0,4.0,0.0,As Expected
3427,106110889,Acute Stroke Subarachnoid,,,,
3428,106110889,Acute Stroke Hemorrhagic,,,,
3429,106110889,Acute Stroke Ischemic,,,,
3430,106110889,Hip Fracture,,,,
3431,106110889,AAA Repair Endo Unrupture,,,,
3432,106110889,AAA Repair Open Unrupture,,,,
3433,106110889,Pancreatic Resection,,,,
3434,106110889,Carotid Endarterectomy,,,,
3435,106130699,Pneumonia,7.0,241.0,2.2,As Expected
3436,106130699,AAA Repair Endo Unrupture,,,,
3437,106130699,Acute Stroke,7.0,122.0,10.4,As Expected
3438,106130699,Hip Fracture,1.0,37.0,2.6,As Expected
3439,106130699,Acute Stroke Ischemic,6.0,120.0,6.2,As Expected
3440,106130699,Carotid Endarterectomy,,,,
3441,106130699,Heart Failure,9.0,269.0,2.9,As Expected
3442,106130699,GI Hemorrhage,5.0,214.0,2.9,As Expected
3443,106130699,AAA Repair Open Unrupture,,,,
3444,106130699,Acute Stroke Subarachnoid,,,,
3445,106130699,AMI,4.0,37.0,6.9,As Expected
3446,106130699,Pancreatic Resection,,,,
3447,106130699,PCI,,,,
3448,106130699,Acute Stroke Hemorrhagic,,,,
3449,106150706,GI Hemorrhage,0.0,16.0,0.0,As Expected
3450,106150706,Acute Stroke,1.0,7.0,10.4,As Expected
3451,106150706,Carotid Endarterectomy,,,,
3452,106150706,Pneumonia,3.0,116.0,3.2,As Expected
3453,106150706,PCI,,,,
3454,106150706,AAA Repair Endo Unrupture,,,,
3455,106150706,Acute Stroke Ischemic,0.0,6.0,0.0,As Expected
3456,106150706,Acute Stroke Subarachnoid,,,,
3457,106150706,Pancreatic Resection,,,,
3458,106150706,Hip Fracture,0.0,13.0,0.0,As Expected
3459,106150706,AMI,,,,
3460,106150706,Heart Failure,3.0,103.0,3.3,As Expected
3461,106150706,AAA Repair Open Unrupture,,,,
3462,106150706,Acute Stroke Hemorrhagic,,,,
3463,106164029,GI Hemorrhage,2.0,130.0,2.4,As Expected
3464,106164029,Acute Stroke Hemorrhagic,0.0,4.0,0.0,As Expected
3465,106164029,PCI,,,,
3466,106164029,AAA Repair Endo Unrupture,,,,
3467,106164029,AAA Repair Open Unrupture,,,,
3468,106164029,Carotid Endarterectomy,0.0,3.0,0.0,As Expected
3469,106164029,Acute Stroke Subarachnoid,0.0,3.0,0.0,As Expected
3470,106164029,Pneumonia,9.0,250.0,3.7,As Expected
3471,106164029,Acute Stroke Ischemic,8.0,202.0,4.2,As Expected
3472,106164029,Hip Fracture,0.0,99.0,0.0,As Expected
3473,106164029,AMI,4.0,124.0,3.6,As Expected
3474,106164029,Acute Stroke,8.0,209.0,6.7,As Expected
3475,106164029,Pancreatic Resection,,,,
3476,106164029,Heart Failure,18.0,462.0,4.2,As Expected
3477,106190017,Carotid Endarterectomy,,,,
3478,106190017,Pneumonia,2.0,209.0,0.8,Better
3479,106190017,Acute Stroke Subarachnoid,,,,
3480,106190017,Acute Stroke Ischemic,1.0,46.0,2.0,As Expected
3481,106190017,AAA Repair Endo Unrupture,,,,
3482,106190017,PCI,,,,
3483,106190017,Heart Failure,3.0,168.0,2.1,As Expected
3484,106190017,AMI,3.0,32.0,6.3,As Expected
3485,106190017,Hip Fracture,1.0,46.0,2.0,As Expected
3486,106190017,AAA Repair Open Unrupture,,,,
3487,106190017,Acute Stroke Hemorrhagic,1.0,15.0,9.1,As Expected
3488,106190017,Pancreatic Resection,,,,
3489,106190017,GI Hemorrhage,4.0,133.0,2.1,As Expected
3490,106190017,Acute Stroke,2.0,63.0,3.6,As Expected
3491,106190053,Isolated CABG Operative Mortality,2.0,43.0,4.580605,As Expected
3492,106190053,AAA Repair Endo Unrupture,0.0,4.0,0.0,As Expected
3493,106190053,Pneumonia,3.0,154.0,2.1,As Expected
3494,106190053,Acute Stroke,15.0,189.0,7.9,As Expected
3495,106190053,Acute Stroke Subarachnoid,1.0,11.0,10.4,As Expected
3496,106190053,PCI,3.0,184.0,1.3,Better
3497,106190053,Acute Stroke Hemorrhagic,7.0,33.0,20.9,As Expected
3498,106190053,Hip Fracture,4.0,56.0,3.8,As Expected
3499,106190053,Acute Stroke Ischemic,7.0,145.0,4.6,As Expected
3500,106190053,AAA Repair Open Unrupture,,,,
3501,106190053,AMI,8.0,313.0,2.3,Better
3502,106190053,Carotid Endarterectomy,0.0,7.0,0.0,As Expected
3503,106190053,GI Hemorrhage,10.0,225.0,2.9,As Expected
3504,106190053,Heart Failure,7.0,431.0,1.7,As Expected
3505,106190053,Pancreatic Resection,,,,
3506,106190110,AAA Repair Endo Unrupture,0.0,4.0,0.0,As Expected
3507,106190110,PCI,0.0,79.0,0.0,As Expected
3508,106190110,Acute Stroke Subarachnoid,,,,
3509,106190110,AAA Repair Open Unrupture,,,,
3510,106190110,Hip Fracture,0.0,36.0,0.0,As Expected
3511,106190110,Acute Stroke Hemorrhagic,,,,
3512,106190110,Acute Stroke,2.0,83.0,5.7,As Expected
3513,106190110,Pneumonia,1.0,106.0,1.0,As Expected
3514,106190110,GI Hemorrhage,1.0,159.0,0.7,As Expected
3515,106190110,Carotid Endarterectomy,0.0,9.0,0.0,As Expected
3516,106190110,Acute Stroke Ischemic,2.0,81.0,3.2,As Expected
3517,106190110,AMI,6.0,228.0,2.7,As Expected
3518,106190110,Pancreatic Resection,,,,
3519,106190110,Heart Failure,6.0,408.0,1.4,As Expected
3520,106190148,Heart Failure,10.0,1108.0,1.1,Better
