OSHPD_ID,FacilityName,FacilityType,Address,Address2,City,State,ZIP,county,FACILITY_LEVEL_DESC,TOTAL_NUMBER_BEDS,ER_SERVICE_LEVEL_DESC,FACILITY_STATUS_DESC,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC
306190564,VALLEY COMMUNITY HEALTHCARE, ,9119 HASKELL AVE,,NORTH HILLS,CA,91343,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106370782,UCSD HEALTH - HILLCREST UC SAN DIEGO MEDICAL CENTER, ,200 W. Arbor Dr.,,San Diego,CA,92103,San Diego ,Parent Facility,381.0,Emergency - Comprehensive,Open,Hospital,General Acute Care Hospital
306374491,SYHC - KING-CHAVEZ HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),950 S. Euclid Ave.,,San Diego,CA,92114,San Diego ,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
206042237,FEATHER RIVER EYE CARE, ,901 MAPLE AVE,,YUBA CITY,CA,95991,Sutter,Parent Facility,50.0,Not Applicable,Open,Long Term Care Facility,Skilled Nursing Facility
306200062,CAMARENA HEALTH, ,300 PROSPERITY BLVD BLDG B,,CHOWCHILLA,CA,93610,Madera,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306384219,PLANNED PARENTHOOD CALIFORNIA CENTRAL COAST,Clinic - Free Standing,518 GARDEN ST,,SANTA BARBARA,CA,93101,Santa Barbara,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106540798,SIERRA VIEW MEDICAL EYE INC, ,400 SIERRA COLLEGE DR STE A,,GRASS VALLEY,CA,95945,Nevada,Parent Facility,167.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
306564103,"CLINICAS DEL CAMINO REAL, INC. (SANTA PAULA)",Clinic - Federally Qualified Health Center (FQHC),500 E MAIN ST,,SANTA PAULA,CA,93060,Ventura,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306014188,LA CLINICA DE LA RAZA, ,3060 E 9TH ST STE B,,OAKLAND,CA,94601,Alameda,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106074039,"HYPERION BEHAVIORAL HEALTH CENTER, INC", ,27990 S. HIGHWAY 1,,POINT ARENA,CA,95468,Mendocino,Parent Facility,73.0,Not Applicable,Open,Hospital,Acute Psychiatric Hospital
306560448,"AMIGO BABY THERAPY SERVICES, INC",Clinic - Outpatient Rehabilitation Facility,1901 N RICE AVE STE 170,,OXNARD,CA,93030,Ventura,Parent Facility,,Not Applicable,Open,Clinic,Rehabilitation Clinic
306198247,BEHAVIORAL HEALTH SERVICES - FAMILY HEALTH CENTER HAWTHORNE,Clinic - Federally Qualified Health Center (FQHC),2501 W EL SEGUNDO BLVD,SUITE B,HAWTHORNE,CA,90250,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306564269,"CLINICAS DEL CAMINO REAL, INC. (SIMI VALLEY EAST)",Clinic - Federally Qualified Health Center (FQHC),4370 EVE RD,,SIMI VALLEY,CA,93063,Ventura,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306344212,RCMG-SACRAMENTO COMMUNITY CLINIC- EXPLORER,Clinic - Federally Qualified Health Center (FQHC),3030 Explorer Dr.,,Sacramento,CA,95827,Sacramento,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306197630,NORTHEAST COMMUNITY CLINIC - HAWTHORNE,Clinic - Federally Qualified Health Center (FQHC),4455 W. 117th St. 300,,Hawthorne,CA,90250,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306342208,PLANNED PARENTHOOD MAR MONTE- B STREET HEALTH CENTER,Clinic - Other,201 29th St. B,,Sacramento,CA,95816,Sacramento,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306564234,CLINICAS DEL CAMINO REAL SIMI VALLEY, ,1424 MADERA RD,,SIMI VALLEY,CA,93065,Ventura,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306197797,APLA HEALTH & WELLNESS CENTER - BALDWIN HILLS2 - HCLA,Clinic - Federally Qualified Health Center (FQHC),3741 S La Brea Ave,,Los Angeles,CA,90016,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
206190514,HYPERION BEHAVIORAL HEALTH CENTER, ,308 N MONTGOMERY ST,,OJAI,CA,93023,Ventura,Parent Facility,77.0,Not Applicable,Open,Long Term Care Facility,Skilled Nursing Facility
206190250,COAST CARE CENTER, ,14518 LOS ANGELES ST,,BALDWIN PARK,CA,91706,Los Angeles,Parent Facility,40.0,Not Applicable,Open,Long Term Care Facility,Skilled Nursing Facility
306198274,EISNER PEDIATRIC & FAMILY MEDICAL CENTER - SHERMAN OAKS - PI,Clinic - Federally Qualified Health Center (FQHC),15477 Ventura Blvd. 300,,Sherman Oaks,CA,91403,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306190127,EISNER PEDIATRIC AND FAMILY MEDICAL CENTER-OLIVE-HCLA,Clinic - Federally Qualified Health Center (FQHC),1530 S. Olive St.,,Los Angeles,CA,90015,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
206100177,ACE EYECARE INC, ,1721 WESTWIND DR STE B,,BAKERSFIELD,CA,93301,Kern,Parent Facility,6.0,Not Applicable,Open,Long Term Care Facility,Congregate Living Health Facility
406014110,HOPE HOUSE, ,4215 PECK RD,,EL MONTE,CA,91732,Los Angeles,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Hospice
306198407,ANGELES COMMUNITY HEALTH CENTER - LA - GCMG,Clinic - Federally Qualified Health Center (FQHC),1919 W. Seventh St. 2A,,Los Angeles,CA,90057,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306190774,PRIORITY CARE MEDICAL GROUP - LONG BEACH - ACCESS IPA,Clinic - Federally Qualified Health Center (FQHC),500 W. Willow St. 101,,Long Beach,CA,90806,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306190629,MOLINA - GARFIELD HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),210 N. Garfield Ave. 316,,Monterey Park,CA,91754,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306560681,"CLINICAS DEL CAMINO REAL, INC. (EL RIO)",Clinic - Federally Qualified Health Center (FQHC),2600 E VINEYARD AVE,,OXNARD,CA,93036,Ventura,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106560203,AURORA VISTA DEL MAR HOSPITAL, ,801 SENECA ST,,VENTURA,CA,93001,Ventura,Parent Facility,87.0,Not Applicable,Open,Hospital,Acute Psychiatric Hospital
306342248,RCMG-SACRAMENTO NATIVE AMERICAN HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),2020 J St.,,Sacramento,CA,95811,Sacramento,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
206190189,CENTRIA HEALTHCARE - BEAVERTON, ,1800 NW 167TH PL STE 115,,BEAVERTON,OR,97006,,Parent Facility,54.0,Not Applicable,Open,Long Term Care Facility,Skilled Nursing Facility
406190775,FAMILY EYE CARE, ,8190 MANGO AVE,,FONTANA,CA,92335,San Bernardino,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Home Health Agency
306190670,ST. ANTHONY MEDICAL CENTER - PICO - GCMG,Clinic - Federally Qualified Health Center (FQHC),2515 W. Pico Blvd.,,Los Angeles,CA,90006,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306340735,RIVER CITY - SACRAMENTO COMMUNITY CLINIC - EL CAMINO,Clinic - Federally Qualified Health Center (FQHC),965 El Camino Ave.,,Sacramento,CA,95815,Sacramento,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306561169,"CLINICAS DEL CAMINO REAL, INC.", ,1100 W GONZALES RD,,OXNARD,CA,93036,Ventura,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306344019,PLANNED PARENTHOOD MAR MONTE- NORTH HIGHLANDS HLTH CENTER,Clinic - Federally Qualified Health Center (FQHC),5700 Watt Ave.,,North Highlands,CA,95660,Sacramento,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306344198,RCMG - SACRAMENTO COMMUNITY CLINIC - DEL PASO,Clinic - Federally Qualified Health Center (FQHC),2200 Del Paso Blvd.,,Sacramento,CA,95815,Sacramento,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306190533,PRIORITY CARE MEDICAL GROUP - EL MONTE - ACCESS IPA,Clinic - Federally Qualified Health Center (FQHC),3229 Santa Anita Ave.,,El Monte,CA,91733,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306191327,MOLINA - COMPREHENSIVE COMMUNITY HEALTH CENTERS INC.,Clinic - Federally Qualified Health Center (FQHC),1704 Colorado Blvd.,,Los Angeles,CA,90041,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306300668,NORTHEAST COMMUNITY CLINIC- WILMINGTON FAMILY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),200 E. Anaheim St.,,Wilmington,CA,90744,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106190422,MEMORIAL CARE MEDICAL FOUNDATION TORRANCE,Clinic - Federally Qualified Health Center (FQHC),22719 Hawthorne Blvd.,,Torrance,CA,90505,Los Angeles,Parent Facility,610.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
406198430,ALTAMED HEALTH SERVICES, ,5427 Whittier Blvd.,,Los Angeles,CA,90022,Los Angeles,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Hospice
306196892,COMPLETE CARE COMMUNITY HEALTH CENTER - SOUTH GATE - RMG,Clinic - Federally Qualified Health Center (FQHC),5831 Firestone Blvd. E,,South Gate,CA,90280,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306197557,NORTHEAST COMMUNITY CLINIC - RMG,Clinic - Federally Qualified Health Center (FQHC),4455 W. 117th St. 200,,Hawthorne,CA,90250,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306560020,"CLINICAS DEL CAMINO REAL, INC., ROBERT S. JUAREZ HEALTH CENT",Clinic - Federally Qualified Health Center (FQHC),2100 STATHAM BLVD,,OXNARD,CA,93033,Ventura,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306198095,THE CHILDREN'S CLINIC FAMILY HEALTH CENTER CABRILLO GATEWAY,Clinic - Federally Qualified Health Center (FQHC),2000 San Gabriel Ave,,Long Beach,CA,90810,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
406394097,"GLOBAL HEALTHCARE SERVICES, INC", ,1390 MARKET ST STE 200,,SAN FRANCISCO,CA,94102,San Francisco,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Home Health Agency
306274059,GARFIELD HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),210 N. Garfield Ave. 316,,Monterey Park,CA,91754,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306197865,KENDREN COMMUNITY CARE CLINIC - GCMG,Clinic - Federally Qualified Health Center (FQHC),4211 Avalon Blvd. A,,Los Angeles,CA,90011,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306196855,COMPREHENSIVE COMMUNITY HEALTH CENTERS - GLENDALE,Clinic - Federally Qualified Health Center (FQHC),801 S. Chevy Chase Dr. 250,,Glendale,CA,91205,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306190363,HARBOR COMMUNITY CLINIC-HCLA,Clinic - Federally Qualified Health Center (FQHC),593 W. Sixth St.,,San Pedro,CA,90731,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306344013,PLANNED PARENTHOOD MAR MONTE- FRUITRIDGE,Clinic - Other,5385 Franklin Blvd. A,,Sacramento,CA,95820,Sacramento,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306190893,APLA HEALTH & WELLNESS - LONG BEACH CENTER - RMG, ,1043 Elm Ave. 302,,Long Beach,CA,90813,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306190404,SAN JUDAS COMMUNITY HEALTH CENTER (SJCHC),Clinic - Federally Qualified Health Center (FQHC),1080 N. Western Ave.,,Los Angeles,CA,90029,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306198295,COMPLETE CARE COMMUNITY HEALTH CENTER - HUNTINGTON PARK - HC,Clinic - Federally Qualified Health Center (FQHC),7301 State St.,,Huntington Park,CA,90255,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306191038,WILMINGTON COMMUNITY CLINIC-HCLA,Clinic - Federally Qualified Health Center (FQHC),1009 N. Avalon Blvd.,,Wilmington,CA,90744,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306197953,MOLINA - ALL FOR HEALTH HEALTH FOR ALL, ,8134 Foothill Blvd.,,Sunland,CA,91040,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306194705,CENTRAL CITY COMMUNITY - HEALTH CENTER - RMG,Clinic - Federally Qualified Health Center (FQHC),5970 S. Central Ave.,,Los Angeles,CA,90001,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306198346,COMMUNITY MEDICAL WELLNESS CENTERS USA,Clinic - Federally Qualified Health Center (FQHC),1360 E. Anaheim St. 101,,Long Beach,CA,90813,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306070021,SAN MATEO DIALYSIS, ,1750 EL CAMINO REAL,STE 15,BURLINGAME,CA,94010,San Mateo,Parent Facility,,Not Applicable,Open,Clinic,Chronic Dialysis Clinic
306190503,ALL-INCLUSIVE COMMUNITY HEALTH CENTER - ANGELES - LMG,Clinic - Federally Qualified Health Center (FQHC),3920 Eagle Rock Blvd. A,,Los Angeles,CA,90065,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306190461,APLA HEALTH - OLYMPIC #310 - LMG,Clinic - Federally Qualified Health Center (FQHC),5901 W. Olympic Blvd. 310,,Los Angeles,CA,90036,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306197050,COMPLETE CARE COMMUNITY HEALTH CENTER - ALTADENA - RMG, ,2928 E. Cesar E. Chavez Ave.,,Los Angeles,CA,90033,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306198343,NECC ELIZABETH HEALTH CENTER - PREFERRED IPA,Clinic - Federally Qualified Health Center (FQHC),2822 E. Florence Ave.,,Huntington Park,CA,90255,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306196500,THE VASEK POLAK CHILDREN'S CLINIC FAMILY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),1057 Pine Ave.,,Long Beach,CA,90813,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306300703,ANGELES COMMUNITY HEALTH CENTER 1919,Clinic - Federally Qualified Health Center (FQHC),1919 W. Seventh St. 2A,,Los Angeles,CA,90057,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306300021,MOLINA - CENTRAL CITY COMMUNITY HEALTH CENTER INC - EL MONTE,Clinic - Federally Qualified Health Center (FQHC),10050 Garvey Ave. 111,,El Monte,CA,91733,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306194613,BELL GARDENS FAMILY MEDICAL CENTER - RMG,Clinic - Federally Qualified Health Center (FQHC),6501 Garfield Ave.,,Bell,CA,90201,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306197742,CTR FOR FAMILY HEALTH & EDUCATION,Clinic - Federally Qualified Health Center (FQHC),455 W. Willow St.,,Long Beach,CA,90806,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306198026,R.O.A.D.S. COMMUNITY CLINIC,Clinic - Federally Qualified Health Center (FQHC),121 S. Long Beach Blvd.,,Compton,CA,90221,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306197955,EL PROYECTO DEL BARRIO CLINIC - BALDWIN PARK,Clinic - Federally Qualified Health Center (FQHC),3942 Maine Ave.,,Baldwin Park,CA,91706,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
206194202,ANTELOPE VALLEY EYE CARE, ,42543 8TH ST W STE 101,,LANCASTER,CA,93534,Los Angeles,Parent Facility,199.0,Not Applicable,Open,Long Term Care Facility,Skilled Nursing Facility
306190781,MOLINA-VIA CARE COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),4755 E. Cesar E. Chavez Ave. A,,Los Angeles,CA,90022,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306271860,PLANNED PARENTHOOD MAR MONTE- NORTH STOCKTON HEALTH CENTER,Clinic - Other,4555 Precissi Ln.,,Stockton,CA,95207,San Joaquin,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306196160,SAMUEL DIXON FAMILY HEALTH CENTER-CANYON COUNTRY-HCLA,Clinic - Federally Qualified Health Center (FQHC),27225 Camp Plenty Rd. 4,,Canyon Country,CA,91351,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306196169,CRENSHAW COMMUNITY HEALTH CENTER-HCLA,Clinic - Federally Qualified Health Center (FQHC),3756 Santa Rosalia Dr. 400,,Los Angeles,CA,90008,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306194195,SAMUEL DIXON FAMILY HEALTH CENTERS INC-CANYON COUNTRY,Clinic - Federally Qualified Health Center (FQHC),27225 Camp Plenty Rd. 4,,Canyon Country,CA,91351,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106150706,IMG - ADVENTIST HEALTH DELANO,Clinic - Rural Health,1201 Jefferson St.,,Delano,CA,93215,Kern,Parent Facility,156.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
306197796,MOLINA - ST. JOHN'S WELL CHILD AND FAMILY CENTER,Clinic - Federally Qualified Health Center (FQHC),1060 Exposition Blvd,,Los Angeles,CA,90007,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306190638,KWANG HE WON HEALTH CENTER - GCMG,Clinic - Federally Qualified Health Center (FQHC),815 S. Ardmore Ave.,,Los Angeles,CA,90005,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306100023,IMG - UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,Clinic - Federally Qualified Health Center (FQHC),476 E. Washington Ave.,,Earlimart,CA,93219,Tulare,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306197763,MISSION CITY COMMUNITY NETWORK - PRAIRIE - LMG, ,301 N. Prairie Ave. 311,,Inglewood,CA,90301,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306190023,OAKDALE COMMUNITY HLTH CENTER,Clinic - Rural Health,1420 W. H St.,,Oakdale,CA,95361,Stanislaus,Parent Facility,,Not Applicable,Open,Clinic,Free Clinic
206190125,SERENE HEALTH, ,4849 RONSON CT,STE 207,SAN DIEGO,CA,92111,San Diego ,Parent Facility,6.0,Not Applicable,Open,Long Term Care Facility,Congregate Living Health Facility
306374513,FAMILY HEALTH CENTER DIAMOND NEIGHBORHOODS,Clinic - Federally Qualified Health Center (FQHC),4725 MARKET ST,,SAN DIEGO,CA,92102,San Diego ,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106370673,RADY CHILDREN'S HOSPITAL SAN DIEGO,Hospital Inpatient,3020 CHILDRENS WAY,,SAN DIEGO,CA,92123,San Diego ,Parent Facility,507.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
306374559,FAMILY HEALTH CENTER EL CAJON,Clinic - Federally Qualified Health Center (FQHC),525 E MAIN ST,,EL CAJON,CA,92020,San Diego ,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106370714,SHARP GROSSMONT HOSPITAL,Clinic - Hospital Based or Independent,5555 GROSSMONT CENTER DR,,LA MESA,CA,91942,San Diego ,Parent Facility,542.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
106374382,PALOMAR MEDICAL CENTER ESCONDIDO,Hospital Inpatient,2185 CITRACADO PKWY,,ESCONDIDO,CA,92029,San Diego ,Parent Facility,292.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
306374280,FAMILY HEALTH CENTER CHASE AVENUE,Clinic - Federally Qualified Health Center (FQHC),1111 W CHASE AVE,,EL CAJON,CA,92020,San Diego ,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106110889,GALT MEDICAL CENTER,Clinic - Rural Health,387 CIVIC DR,,GALT,CA,95632,Sacramento,Parent Facility,47.0,Emergency - Standby,Open,Hospital,General Acute Care Hospital
306344163,WELLSPACE HEALTH NORWOOD COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),3946 NORWOOD AVE,,SACRAMENTO,CA,95838,Sacramento,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306374518,FAMILY HEALTH AT CENTER  AT CITY COLLEGE,Clinic - Federally Qualified Health Center (FQHC),1550 BROADWAY,STE 2,SAN DIEGO,CA,92101,San Diego ,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306340542,WELLSPACE HEALTH  ARDEN ARCADE COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),2433 MARCONI AVE,,SACRAMENTO,CA,95821,Sacramento,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306344164,WELLSPACE HEALTH SOUTH VALLEY COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),8233 E STOCKTON BLVD,STE D,SACRAMENTO,CA,95828,Sacramento,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306344231,PEACH TREE HEALTHCARE - NORTH SACRAMENTO,Clinic - Federally Qualified Health Center (FQHC),3810 ROSIN CT,STE 100,SACRAMENTO,CA,95834,Sacramento,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306340747,ELICA HEALTH CENTER NORTH HIGHLANDS,Clinic - Federally Qualified Health Center (FQHC),4815 WATT AVE,,NORTH HIGHLANDS,CA,95660,Sacramento,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106130699,EL CENTRO REGIONAL MEDICAL CENTER,Clinic - Rural Health,1415 ROSS AVE,,EL CENTRO,CA,92243,Imperial,Parent Facility,161.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
306374421,FAMILY HEALTH CENTER CHULA VISTA,Clinic - Federally Qualified Health Center (FQHC),251 LANDIS AVE,,CHULA VISTA,CA,91910,San Diego ,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306370847,FAMILY HEALTH CENTER BEACH AREA,Clinic - Federally Qualified Health Center (FQHC),3705 MISSION BLVD,,SAN DIEGO,CA,92109,San Diego ,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
206301210,NEIGHBORHOOD HEALTHCARE VALLEY CENTER,Clinic - Federally Qualified Health Center (FQHC),28477 LIZARD ROCKS RD,,VALLEY CENTER,CA,92082,San Diego ,Parent Facility,144.0,Not Applicable,Open,Long Term Care Facility,Skilled Nursing Facility
306374539,FAMILY HEALTH CENTER ON COMMERCIAL,Clinic - Federally Qualified Health Center (FQHC),2325 COMMERCIAL ST,STE 1400,SAN DIEGO,CA,92113,San Diego ,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306374484,LA MAESTRA COMMUNITY HEALTH CENTER- HOPE CLINIC,Clinic - Federally Qualified Health Center (FQHC),4060 FAIRMOUNT AVE,,SAN DIEGO,CA,92105,San Diego ,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306374558,FAMILY HEALTH CENTER OAK PARK,Clinic - Federally Qualified Health Center (FQHC),5160 FEDERAL BLVD,,SAN DIEGO,CA,92105,San Diego ,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
406524013,THE ELIZABETH HOSPICE,Hospice (non-hospital based),500 LA TERRAZA BLVD,STE 130,ESCONDIDO,CA,92025,San Diego ,Branch,,Not Applicable,Open,Home Health Agency/Hospice,Hospice
406195576,CALIFORNIA PAIN SPECIALISTS INC, ,5120 MANZANITA AVE,STE 105,CARMICHAEL,CA,95608,Sacramento,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Home Health Agency
406195318,HEALTH CARE FOR WOMEN, ,7601 HOSPITAL DR,STE 220,SACRAMENTO,CA,95823,Sacramento,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Home Health Agency
306344177,WELLSPACE HEALTH - DEL PASO HEIGHTS COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),3441 MARYSVILLE BLVD,,SACRAMENTO,CA,95838,Sacramento,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306491404,ALLMED MEDICAL CENTERS, ,701 HOWE AVE,D38,SACRAMENTO,CA,95825,Sacramento,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306344153,ELICA HEALTH CENTERS,Clinic - Federally Qualified Health Center (FQHC),3701 J ST,STE 201,SACRAMENTO,CA,95816,Sacramento,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106391010,SAN JOAQUIN GENERAL HOSPITAL, ,500 W HOSPITAL RD,,FRENCH CAMP,CA,95231,San Joaquin,Parent Facility,152.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
106334564,TEMECULA VALLEY HOSPITAL, ,31700 TEMECULA PKWY,,TEMECULA,CA,92592,Riverside,Parent Facility,140.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
406374352,LIGHTBRIDGE HOSPICE LLC,Hospice (non-hospital based),6155 CORNERSTONE CT E,STE 220,SAN DIEGO,CA,92121,San Diego ,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Hospice
106541123,EXPLORER DEVELOPMENT CENTER, ,701 PALOMAR AIRPORT RD,STE 300,CARLSBAD,CA,92011,San Diego ,Parent Facility,607.0,,Open,Hospital,General Acute Care Hospital
306374398,FAMILY HEALTH CENTER SHERMAN HEIGHTS,Clinic - Federally Qualified Health Center (FQHC),2391 ISLAND AVE,,SAN DIEGO,CA,92102,San Diego ,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106240924,LODI MEMORIAL HOSPITAL, ,1901 W KETTLEMAN LN,STE 200,LODI,CA,95242,San Joaquin,Parent Facility,38.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
306344165,THE BIRTH CENTER A NURSING CORPORATION,Free Standing Birthing Center,5440 LAUREL HILLS DR,,SACRAMENTO,CA,95841,Sacramento,Parent Facility,,Not Applicable,Open,Clinic,Alternative Birthing Center
206196394,ABBY GARDENS HEALTHCARE CENTER,SNF Inpatient,8060 FROST ST,,SAN DIEGO,CA,92123,San Diego ,Parent Facility,45.0,Not Applicable,Open,Long Term Care Facility,Skilled Nursing Facility
306197913,BAY ORIENTAL MEDICAL CLINIC, ,5159 LONE TREE WAY,,ANTIOCH,CA,94531,Contra Costa,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
206331217,DESERT SPRINGS HEALTHCARE & WELLNESS,SNF Inpatient,82262 VALENCIA AVE,,INDIO,CA,92201,Riverside,Parent Facility,68.0,Not Applicable,Open,Long Term Care Facility,Skilled Nursing Facility
106334589,LOMA LINDA UNIVERSITY MEDICAL CENTERMURRIETA CAMPUS, ,28062 BAXTER RD,,MURRIETA,CA,92563,Riverside,Parent Facility,111.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
306294027,WESTERN SIERRA MEDICAL CENTER, ,844 OLD TUNNEL RD,,GRASS VALLEY,CA,95945,Nevada,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
