,PROVIDER TAXONOMY CODE,MEDICARE PROVIDER/SUPPLIER TYPE DESCRIPTION,"PROVIDER TAXONOMY DESCRIPTION:  TYPE, CLASSIFICATION, SPECIALIZATION",MEDICARE SPECIALTY CODE
9219,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9220,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9221,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9222,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9223,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9224,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9225,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9226,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9227,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9228,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9229,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9230,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9231,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9232,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9233,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9234,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9235,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9236,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9237,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9238,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9239,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9240,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9241,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9242,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9243,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9244,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9245,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9246,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9247,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9248,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9249,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9250,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9251,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9252,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9253,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9254,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9255,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9256,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9257,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9258,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9259,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9260,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9261,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9262,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9263,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9264,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9265,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9266,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9267,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9268,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9269,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9270,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9271,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9272,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9273,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9274,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9275,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9276,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9277,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9278,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9279,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9280,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9281,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9282,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9283,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9284,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9285,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9286,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9287,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9288,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9289,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9290,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9291,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9292,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9293,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9294,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9295,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9296,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9297,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9298,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9299,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9300,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9301,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9302,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9303,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9304,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9305,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9306,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9307,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9308,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9309,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9310,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9311,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9312,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9313,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9314,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9315,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9316,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9317,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9318,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9319,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9320,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9321,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9322,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9323,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9324,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9325,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9326,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9327,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9328,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9329,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9330,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9331,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9332,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9333,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9334,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9335,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9336,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9337,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9338,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9339,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9340,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9341,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9342,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9343,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9344,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9345,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9346,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9347,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9348,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9349,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9350,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9351,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9352,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9353,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9354,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9355,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9356,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9357,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9358,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9359,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9360,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9361,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9362,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9363,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9364,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9365,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9366,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9367,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9368,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9369,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9370,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9371,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9372,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9373,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9374,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9375,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9376,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9377,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9378,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9379,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9380,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9381,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9382,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9383,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9384,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9385,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9386,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9387,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9388,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9389,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9390,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9391,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9392,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9393,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9394,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9395,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9396,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9397,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9398,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9399,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9400,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9401,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9402,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9403,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9404,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9405,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9406,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9407,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9408,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9409,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9410,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9411,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9412,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9413,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9414,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9415,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9416,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9417,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9418,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9419,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9420,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9421,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9422,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9423,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9424,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9425,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9426,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9427,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9428,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9429,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9430,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9431,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9432,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9433,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9434,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9435,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9436,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9437,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9438,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9439,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9440,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9441,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9442,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9443,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9444,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9445,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9446,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9447,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9448,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9449,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9450,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9451,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9452,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9453,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9454,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9455,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9456,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9457,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9458,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9459,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9460,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9461,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9462,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9463,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9464,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9465,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9466,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9467,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9468,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9469,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9470,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9471,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9472,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9473,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9474,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9475,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9476,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9477,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9478,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9479,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9480,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9481,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9482,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9483,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9484,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9485,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9486,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9487,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9488,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9489,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9490,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9491,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9492,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9493,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9494,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9495,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9496,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9497,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9498,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9499,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9500,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9501,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9502,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9503,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9504,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9505,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9506,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9507,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9508,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9509,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9510,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9511,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9512,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9513,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9514,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9515,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9516,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9517,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9518,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9519,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9520,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9521,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9522,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9523,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9524,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9525,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9526,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9527,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9528,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9529,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9530,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9531,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9532,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9533,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9534,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9535,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9536,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9537,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9538,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9539,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
9540,106S00000X,"Psychologist, Clinical",Behavioral Health & Social Service Providers/Technician,62
